ENTITY_CD,ENTITY_NAME,YEAR,COMMON_BRANCH,GRADE_8_MATH,GRADE_8_ENGLISH,GRADE_8_SCI,GRADE_8_SS,GRADE_10_ENGLISH,GRADE_10_MATH,GRADE_10_SCI,GRADE_10_SS
101601040002,WALTER B HOWARD ELEMENTARY SCHOOL,2016,16,,,,,,,,
101601040003,NEW LEBANON JUNIOR-SENIOR HIGH SCHOOL,2016,,15,21,14,20,14,,13,14
110101040000,CINCINNATUS CENTRAL SCHOOL DISTRICT,2016,17,13,13,13,13,12,10,16,11
110101040001,CINCINNATUS ELEMENTARY SCHOOL,2016,17,,,,,,,,
110101040002,CINCINNATUS HIGH SCHOOL,2016,,,,,,12,8,16,11
110101040003,CINCINNATUS MIDDLE SCHOOL,2016,,13,,13,13,,,,
110200010000,CORTLAND CITY SCHOOL DISTRICT,2016,20,19,20,17,19,18,,23,
110200010003,FRANKLYN S BARRY SCHOOL,2016,21,,,,,,,,
110200010004,VIRGIL ELEMENTARY SCHOOL,2016,20,,,,,,,,
110200010008,ALTON B PARKER SCHOOL,2016,17,,,,,,,,
110200010009,RANDALL SCHOOL,2016,21,,,,,,,,
110200010010,F E SMITH SCHOOL,2016,19,,,,,,,,
110200010011,CORTLAND JUNIOR-SENIOR HIGH SCHOOL,2016,,19,20,17,19,18,,23,
110304040000,MCGRAW CENTRAL SCHOOL DISTRICT,2016,20,17,18,18,18,16,12,17,13
110304040001,MCGRAW ELEMENTARY SCHOOL,2016,20,,,,,,,,
110304040002,MCGRAW SECONDARY SCHOOL,2016,,17,18,18,18,16,12,17,13
110701060000,HOMER CENTRAL SCHOOL DISTRICT,2016,19,15,16,18,16,,14,20,
110701060001,HOMER SENIOR HIGH SCHOOL,2016,,,,,,,14,20,
110701060002,HOMER ELEMENTARY SCHOOL,2016,18,,,,,,,,
110701060003,HOMER INTERMEDIATE SCHOOL,2016,20,,,,,,,,
110701060006,HOMER JUNIOR HIGH SCHOOL,2016,,15,16,17,16,,,,
110901040000,MARATHON CENTRAL SCHOOL DISTRICT,2016,19,14,14,14,14,15,12,24,15
110901040001,MARATHON HIGH SCHOOL,2016,,14,14,14,14,15,12,24,15
110901040002,WILLIAM APPLEBY ELEMENTARY SCHOOL,2016,19,,,,,,,,
111111111111,All Public Schools,2016,22,23,22,23,23,21,20,20,21
120102040000,ANDES CENTRAL SCHOOL DISTRICT,2016,11,5,7,7,8,9,5,,9
120102040001,ANDES CENTRAL SCHOOL,2016,11,5,7,,,9,5,,
120301040000,DOWNSVILLE CENTRAL SCHOOL DISTRICT,2016,19,9,14,9,14,15,,35,32
120301040001,DOWNSVILLE CENTRAL SCHOOL,2016,19,9,14,,14,15,,,32
120401040000,CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT,2016,16,23,23,24,,27,17,25,31
120401040001,CHARLOTTE VALLEY SCHOOL,2016,16,23,23,24,,27,17,25,31
120501040000,DELAWARE ACADEMY CENTRAL SCHOOL DISTRICT AT DELHI,2016,18,11,15,14,16,15,19,16,20
120501040001,DELAWARE ACADEMY ELEMENTARY SCHOOL,2016,18,,,,,,,,
120501040002,DELAWARE ACADEMY HIGH SCHOOL,2016,,11,15,14,16,15,19,16,20
120701040000,FRANKLIN CENTRAL SCHOOL DISTRICT,2016,20,12,11,13,13,15,9,15,10
120701040001,FRANKLIN CENTRAL SCHOOL,2016,20,12,11,13,13,15,9,15,10
120906040000,HANCOCK CENTRAL SCHOOL DISTRICT,2016,12,26,21,26,28,11,15,12,10
120906040001,HANCOCK ELEMENTARY SCHOOL,2016,11,,,,,,,,
120906040002,HANCOCK JUNIOR-SENIOR HIGH SCHOOL,2016,,26,,26,28,,15,12,10
121401040000,MARGARETVILLE CENTRAL SCHOOL DISTRICT,2016,12,18,21,19,26,26,8,27,26
121401040001,MARGARETVILLE CENTRAL SCHOOL,2016,12,,21,,26,26,8,27,26
121502040000,ROXBURY CENTRAL SCHOOL DISTRICT,2016,15,16,13,17,17,24,16,24,25
121502040001,ROXBURY CENTRAL SCHOOL,2016,15,16,,17,,24,16,24,
121601060000,SIDNEY CENTRAL SCHOOL DISTRICT,2016,,25,,,18,,11,14,
121601060002,SIDNEY ELEMENTARY SCHOOL,2016,,,,,,,,,
121601060005,SIDNEY MIDDLE SCHOOL,2016,,,,,18,,,,
121601060006,SIDNEY HIGH SCHOOL,2016,,,,,,,12,14,
121701040000,STAMFORD CENTRAL SCHOOL DISTRICT,2016,16,23,21,24,24,30,12,16,16
121701040001,STAMFORD CENTRAL SCHOOL,2016,16,23,21,24,24,30,12,16,16
121702040000,SOUTH KORTRIGHT CENTRAL SCHOOL DISTRICT,2016,14,17,17,17,17,12,12,12,13
121702040001,SOUTH KORTRIGHT CENTRAL SCHOOL,2016,14,17,17,17,17,12,12,12,13
121901040000,WALTON CENTRAL SCHOOL DISTRICT,2016,19,18,,13,,31,,,
121901040001,TOWNSEND ELEMENTARY SCHOOL,2016,19,,,,,,,,
121901040002,WALTON HIGH SCHOOL,2016,,,,,,31,,,
121901040003,WALTON MIDDLE SCHOOL,2016,,18,,13,,,,,
130200010000,BEACON CITY SCHOOL DISTRICT,2016,22,17,19,24,21,24,19,22,21
130200010001,J V FORRESTAL ELEMENTARY SCHOOL,2016,21,,,,,,,,
130200010002,SOUTH AVENUE SCHOOL,2016,21,,,,,,,,
130200010003,GLENHAM SCHOOL,2016,22,,,,,,,,
130200010004,ROMBOUT MIDDLE SCHOOL,2016,,17,19,23,21,,,,
130200010005,BEACON HIGH SCHOOL,2016,,,,,,24,19,22,21
130200010006,SARGENT SCHOOL,2016,24,,,,,,,,
130502020000,DOVER UNION FREE SCHOOL DISTRICT,2016,21,22,22,22,22,18,,16,20
130502020001,WINGDALE ELEMENTARY SCHOOL,2016,20,,,,,,,,
130502020002,DOVER ELEMENTARY SCHOOL,2016,21,,,,,,,,
130502020003,DOVER HIGH SCHOOL,2016,,,,,,19,,16,20
130502020004,DOVER MIDDLE SCHOOL,2016,,22,22,23,22,,,,
130801060000,HYDE PARK CENTRAL SCHOOL DISTRICT,2016,24,20,19,20,20,26,,22,21
130801060002,NETHERWOOD SCHOOL,2016,24,,,,,,,,
130801060003,RALPH R SMITH SCHOOL,2016,27,,,,,,,,
130801060005,VIOLET AVENUE SCHOOL,2016,21,,,,,,,,
130801060006,HAVILAND MIDDLE SCHOOL,2016,27,20,19,20,20,,,,
130801060007,FRANKLIN D ROOSEVELT SENIOR HIGH SCHOOL,2016,,,,,,26,,22,21
130801060008,NORTH PARK ELEMENTARY SCHOOL,2016,25,,,,,,,,
131101040000,NORTHEAST CENTRAL SCHOOL DISTRICT,2016,18,14,12,16,25,,,,21
131101040004,WEBUTUCK HIGH SCHOOL,2016,,,,17,,,,,21
131101040006,WEBUTUCK ELEMENTARY SCHOOL,2016,18,,,,,,,,
131101040007,EUGENE BROOKS MIDDLE SCHOOL,2016,,14,12,,25,,,,
131201040000,PAWLING CENTRAL SCHOOL DISTRICT,2016,20,21,23,19,18,22,,,21
131201040001,PAWLING ELEMENTARY SCHOOL,2016,20,,,,,,,,
131201040002,PAWLING HIGH SCHOOL,2016,,,,,,22,,,21
131201040003,PAWLING MIDDLE SCHOOL,2016,,21,23,19,18,,,,
131301040000,PINE PLAINS CENTRAL SCHOOL DISTRICT,2016,19,16,26,20,20,21,25,16,15
131301040001,SEYMOUR SMITH INTERMEDIATE LEARNING CENTER,2016,19,,,,,,,,
131301040002,STISSING MOUNTAIN HIGH SCHOOL,2016,,,,,,21,25,16,15
131301040003,COLD SPRING EARLY LEARNING CENTER,2016,20,,,,,,,,
131301040004,STISSING MOUNTAIN MIDDLE SCHOOL,2016,,16,26,20,20,,,,
131500010000,POUGHKEEPSIE CITY SCHOOL DISTRICT,2016,23,20,19,21,20,20,20,13,15
131500010001,WARRING MAGNET ACADEMY OF SCIENCE AND TECHNOLOGY,2016,22,,,,,,,,
131500010003,GOV GEORGE CLINTON SCHOOL,2016,23,,,,,,,,
131500010006,G W KRIEGER SCHOOL,2016,25,,,,,,,,
131500010007,SMITH EARLY LEARNING CENTER,2016,,,,,,,,,
131500010009,MORSE YOUNG MAGNET SCHOOL,2016,23,,,,,,,,
131500010010,POUGHKEEPSIE HIGH SCHOOL,2016,,,12,,13,20,20,13,15
131500010011,POUGHKEEPSIE MIDDLE SCHOOL,2016,,21,19,22,21,,,,
131500010013,COLUMBUS SCHOOL,2016,,,,,,,,,
131601060000,ARLINGTON CENTRAL SCHOOL DISTRICT,2016,21,24,23,24,23,27,25,24,26
131601060001,ARTHUR S MAY SCHOOL,2016,22,,,,,,,,
131601060002,BEEKMAN SCHOOL,2016,20,,,,,,,,
131601060004,OVERLOOK PRIMARY SCHOOL,2016,21,,,,,,,,
131601060005,TRAVER ROAD PRIMARY SCHOOL,2016,20,,,,,,,,
131601060008,ARLINGTON HIGH SCHOOL,2016,,,,,,27,25,24,26
131601060010,WEST ROAD/D'AQUANNIS INTERMEDIATE SCHOOL,2016,20,,,,,,,,
131601060011,NOXON ROAD ELEMENTARY SCHOOL,2016,19,,,,,,,,
131601060012,LAGRANGE MIDDLE SCHOOL,2016,,23,21,22,21,,,,
131601060013,TITUSVILLE INTERMEDIATE,2016,23,,,,,,,,
131601060014,VAIL FARM ELEMENTARY SCHOOL,2016,23,,,,,,,,
131601060015,UNION VALE MIDDLE SCHOOL,2016,,25,25,25,26,,,,
131602020000,SPACKENKILL UNION FREE SCHOOL DISTRICT,2016,20,16,17,17,17,23,18,23,20
131602020001,HAGAN SCHOOL,2016,21,,,,,,,,
131602020003,NASSAU SCHOOL,2016,18,,,,,,,,
131602020004,ORVILLE A TODD MIDDLE SCHOOL,2016,,16,17,17,17,,,,
131602020005,SPACKENKILL HIGH SCHOOL,2016,,,,,,23,18,23,20
131701060000,RED HOOK CENTRAL SCHOOL DISTRICT,2016,20,17,21,24,22,20,16,19,20
131701060002,RED HOOK SENIOR HIGH SCHOOL,2016,,,,,,20,16,19,20
131701060004,LINDEN AVENUE MIDDLE SCHOOL,2016,,17,21,24,22,,,,
131701060006,MILL ROAD-INTERMEDIATE GRADES,2016,21,,,,,,,,
131701060008,MILL ROAD-PRIMARY GRADES,2016,19,,,,,,,,
131801040000,RHINEBECK CENTRAL SCHOOL DISTRICT,2016,20,17,17,,17,21,21,25,19
131801040001,RHINEBECK SENIOR HIGH SCHOOL,2016,,,,,,21,21,25,19
131801040002,CHANCELLOR LIVINGSTON ELEMENTARY SCHOOL,2016,20,,,,,,,,
131801040003,BULKELEY MIDDLE SCHOOL,2016,,17,17,,17,,,,
132101060000,WAPPINGERS CENTRAL SCHOOL DISTRICT,2016,23,25,25,25,25,25,25,24,25
132101060001,BRINCKERHOFF ELEMENTARY SCHOOL,2016,24,,,,,,,,
132101060002,FISHKILL ELEMENTARY SCHOOL,2016,23,,,,,,,,
132101060003,FISHKILL PLAINS ELEMENTARY SCHOOL,2016,23,,,,,,,,
132101060004,GAYHEAD SCHOOL,2016,24,,,,,,,,
132101060005,JAMES S EVANS ELEMENTARY SCHOOL,2016,23,,,,,,,,
132101060006,KINRY ROAD ELEMENTARY SCHOOL,2016,28,,,,,,,,
132101060007,VASSAR ROAD ELEMENTARY SCHOOL,2016,24,,,,,,,,
132101060008,SHEAFE ROAD ELEMENTARY SCHOOL,2016,24,,,,,,,,
132101060009,VAN WYCK JUNIOR HIGH SCHOOL,2016,,25,25,25,25,,,,
132101060010,WAPPINGERS JUNIOR HIGH SCHOOL,2016,,25,25,25,25,,,,
132101060011,ROY C KETCHAM SENIOR HIGH SCHOOL,2016,,,,,,26,27,25,24
132101060012,OAK GROVE ELEMENTARY SCHOOL,2016,21,,,,,,,,
132101060013,MYERS CORNERS SCHOOL,2016,23,,,,,,,,
132101060015,JOHN JAY SENIOR HIGH SCHOOL,2016,,,,,,26,26,24,26
132101060016,ORCHARD VIEW ALTERNATIVE HIGH SCHOOL,2016,,,,,,9,,,
132201040000,MILLBROOK CENTRAL SCHOOL DISTRICT,2016,20,15,14,17,18,19,17,15,16
132201040001,MILLBROOK MIDDLE SCHOOL,2016,20,15,14,17,18,,,,
132201040002,ALDEN PLACE ELEMENTARY SCHOOL,2016,21,,,,,,,,
132201040003,ELM DRIVE ELEMENTARY SCHOOL,2016,18,,,,,,,,
132201040005,MILLBROOK HIGH SCHOOL,2016,,,,,,19,17,,16
140101060000,ALDEN CENTRAL SCHOOL DISTRICT,2016,21,25,25,24,24,23,22,20,18
140101060003,ALDEN PRIMARY AT TOWNLINE,2016,20,,,,,,,,
140101060005,ALDEN MIDDLE SCHOOL,2016,22,25,25,24,24,,,,
140101060006,ALDEN SENIOR HIGH SCHOOL,2016,,,,,,23,22,20,18
140201060000,AMHERST CENTRAL SCHOOL DISTRICT,2016,20,22,19,21,22,20,16,13,24
140201060001,AMHERST MIDDLE SCHOOL,2016,,22,19,21,22,,,,
140201060002,AMHERST CENTRAL HIGH SCHOOL,2016,,,,,,20,16,13,24
140201060005,SMALLWOOD DRIVE SCHOOL,2016,20,,,,,,,,
140201060006,WINDERMERE BLVD SCHOOL,2016,19,,,,,,,,
140203060000,WILLIAMSVILLE CENTRAL SCHOOL DISTRICT,2016,23,22,22,23,24,23,21,25,23
140203060001,MILL MIDDLE SCHOOL,2016,,26,26,26,27,,,,
140203060002,DODGE ELEMENTARY SCHOOL,2016,21,,,,,,,,
140203060003,MAPLE EAST ELEMENTARY SCHOOL,2016,25,,,,,,,,
140203060004,WILLIAMSVILLE SOUTH HIGH SCHOOL,2016,,,,,,22,22,22,23
140203060005,HEIM ELEMENTARY SCHOOL,2016,24,,,,,,,,
140203060007,FOREST ELEMENTARY SCHOOL,2016,23,,,,,,,,
140203060008,MAPLE WEST ELEMENTARY SCHOOL,2016,23,,,,,,,,
140203060009,HEIM MIDDLE SCHOOL,2016,,21,19,23,22,,,,
140203060010,WILLIAMSVILLE NORTH HIGH SCHOOL,2016,,,,,,25,16,27,24
140203060011,COUNTRY PARKWAY ELEMENTARY SCHOOL,2016,24,,,,,,,,
140203060012,CASEY MIDDLE SCHOOL,2016,,20,23,19,23,,,,
140203060013,WILLIAMSVILLE EAST HIGH SCHOOL,2016,,,,,,21,23,27,21
140203060015,TRANSIT MIDDLE SCHOOL,2016,,23,21,22,24,,,,
140207060000,SWEET HOME CENTRAL SCHOOL DISTRICT,2016,20,21,22,22,21,21,21,,22
140207060002,GLENDALE ELEMENTARY SCHOOL,2016,19,,,,,,,,
140207060003,MAPLEMERE ELEMENTARY SCHOOL,2016,20,,,,,,,,
140207060005,SWEET HOME MIDDLE SCHOOL,2016,,21,22,22,21,,,,
140207060006,SWEET HOME SENIOR HIGH SCHOOL,2016,,,,,,21,21,,22
140207060007,WILLOW RIDGE ELEMENTARY SCHOOL,2016,18,,,,,,,,
140207060008,HERITAGE HEIGHTS ELEMENTARY SCHOOL,2016,19,,,,,,,,
140301030000,EAST AURORA UNION FREE SCHOOL DISTRICT,2016,22,25,26,26,27,22,18,19,21
140301030001,PARKDALE ELEMENTARY SCHOOL,2016,22,,,,,,,,
140301030004,EAST AURORA MIDDLE SCHOOL,2016,,25,26,26,27,,,,
140301030005,EAST AURORA HIGH SCHOOL,2016,,,,,,21,18,19,21
140600010000,BUFFALO CITY SCHOOL DISTRICT,2016,24,21,20,20,22,22,18,22,23
140600010001,DISCOVERY SCHOOL,2016,29,29,29,19,29,,,,
140600010003,D'YOUVILLE-PORTER CAMPUS,2016,26,33,33,,33,,,,
140600010006,BUFFALO ELEMENTARY SCHOOL OF TECHNOLOGY,2016,24,22,21,20,,,,,
140600010017,PS 17,2016,24,,,,,,,,
140600010018,DR ANTONIA PANTOJA COMMUNITY SCHOOL OF ACADEMIC EXCELLENCE AT #18,2016,21,19,2,25,27,,,,
140600010019,NATIVE AMERICAN MAGNET,2016,25,25,25,16,,,,,
140600010027,PS 27 HILLERY PARK ACADEMY,2016,25,,23,,,,,,
140600010031,HARRIET ROSS TUBMAN ACADEMY,2016,25,,,,,,,,
140600010032,BUILD ACADEMY,2016,23,29,29,29,,,,,
140600010033,BILINGUAL CENTER,2016,26,,,,,,,,
140600010037,MARVA J DANIEL FUTURES PREPARATORY SCHOOL,2016,22,23,,,23,,,,
140600010039,"DR MARTIN LUTHER KING, JR MULTICULTURAL INSTITUTE",2016,13,31,31,31,31,,,,
140600010043,LOVEJOY DISCOVERY SCHOOL #43,2016,25,,,21,,,,,
140600010045,INTERNATIONAL SCHOOL,2016,22,,,,,,,,
140600010053,COMMUNITY SCHOOL #53 AT #4,2016,25,23,22,23,23,,,,
140600010054,DR GEORGE BLACKMAN ECC,2016,22,,,,,,,,
140600010056,FREDERICK OLMSTED #156,2016,32,23,23,17,20,25,7,7,23
140600010059,PS 59 DR CHARLES DREW SCIENCE MAGNET,2016,25,27,,10,,,,,
140600010061,PS 61 AT 171,2016,18,,,,,,,,
140600010064,PS 64 FREDERICK LAW OLMSTED,2016,25,,,,,,,,
140600010065,PS 65 ROOSEVELT ACADEMY ECC,2016,24,,,,,,,,
140600010069,PS 69 HOUGHTON ACADEMY,2016,26,24,24,,,,,,
140600010072,LORRAINE ELEMENTARY SCHOOL,2016,22,,,,,,,,
140600010074,PS 74 HAMLIN PARK ELEMENTARY SCHOOL,2016,20,17,17,17,17,,,,
140600010076,HERMAN BADILLO COMMUNITY SCHOOL,2016,23,26,20,19,,,,,
140600010080,HIGHGATE HEIGHTS,2016,20,23,20,23,23,,,,
140600010081,PS 81,2016,27,,14,,,,,,
140600010082,PS 82,2016,21,,,,,,,,
140600010093,SOUTHSIDE ELEMENTARY SCHOOL,2016,27,25,25,20,,,,,
140600010094,DR LYDIA T WRIGHT SCH OF EXCELLENCE,2016,24,14,14,17,27,,,,
140600010097,BUFFALO ACADEMY FOR THE VISUAL & PERFORMING ARTS,2016,,25,,23,25,18,23,,26
140600010098,MCKINLEY VOCATIONAL HIGH SCHOOL,2016,,,,,,,12,,13
140600010101,BURGARD VOCATIONAL HIGH SCHOOL,2016,,,,,,17,18,,24
140600010102,CITY HONORS SCHOOL AT FOSDICK MASTEN PARK,2016,,22,27,26,27,23,,18,28
140600010104,EMERSON SCHOOL OF HOSPITALITY,2016,,,,,,23,19,,25
140600010105,HUTCHINSON CENTRAL TECHNICAL HIGH SCHOOL,2016,,,,,,22,25,26,24
140600010107,LAFAYETTE HIGH SCHOOL,2016,,22,19,17,17,19,13,,26
140600010108,RIVERSIDE INSTITUTE OF TECHNOLOGY,2016,,,,,,28,17,,19
140600010110,SOUTH PARK HIGH SCHOOL,2016,,,,,,22,18,23,28
140600010118,WEST HERTEL ELEMENTARY SCHOOL,2016,27,,,26,,,,,
140600010119,WATERFRONT SCHOOL,2016,28,22,,21,22,,,,
140600010122,BENNETT PARK MONTESSORI SCHOOL,2016,21,19,19,,,,,,
140600010126,STANLEY MAKOWSKI EARLY CHILDHOOD CENTER,2016,23,,,,,,,,
140600010128,LEONARDO DA VINCI HIGH SCHOOL,2016,,,,,,24,25,25,25
140600010129,GRABIARZ-CAMPUS SCHOOL #79,2016,27,15,15,21,15,,,,
140600010130,FRANK A SEDITA SCHOOL #30,2016,24,27,29,27,,,,,
140600010132,MATH SCIENCE TECHNOLOGY PREPARATORY SCHOOL AT SENECA (THE),2016,,,23,23,,,16,,
140600010133,ALTERNATIVE HIGH SCHOOL AT 44,2016,,10,10,9,9,11,18,,
140600010135,MIDDLE EARLY COLLEGE HIGH SCHOOL,2016,,,,,,18,13,31,18
140600010197,HARVEY AUSTIN SCHOOL #97,2016,20,,,,,,,,
140600010307,EAST HIGH SCHOOL,2016,,,,,,19,18,,29
140600010308,INTERNATIONAL PREPARATORY SCHOOL AT GROVER CLEVELAND AT #187,2016,,15,15,16,11,26,,,20
140600860814,KING CENTER CHARTER SCHOOL,2016,24,12,12,12,12,,,,
140600860817,SOUTH BUFFALO CHARTER SCHOOL,2016,23,22,22,,22,,,,
140600860838,TAPESTRY CHARTER SCHOOL,2016,25,21,,21,,20,,19,21
140600860851,BUFFALO UNITED CHARTER SCHOOL,2016,25,25,25,25,25,,,,
140600860856,ENTERPRISE CHARTER SCHOOL,2016,24,21,,21,,,,,
140600860863,WESTERN NEW YORK MARITIME CHARTER SCHOOL,2016,,,,,,20,,18,18
140600860868,ORACLE CHARTER SCHOOL,2016,,,,,,18,21,,24
140600860874,WESTMINSTER COMMUNITY CHARTER SCHOOL,2016,18,30,,20,,,,,
140600860896,ELMWOOD VILLAGE CHARTER SCHOOL,2016,26,21,21,21,,,,,
140600860911,ALOMA D JOHNSON CHARTER SCHOOL,2016,20,,,,,,,,
140600860961,HEALTH SCIENCES CHARTER SCHOOL,2016,,,,,,19,,,18
140600860986,WEST BUFFALO CHARTER SCHOOL,2016,20,,,,,,,,
140701060000,CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,2016,22,21,20,22,22,16,16,19,20
140701060004,UNION EAST ELEMENTARY SCHOOL,2016,22,,,,,,,,
140701060006,CHEEKTOWAGA HIGH SCHOOL,2016,,,,,,17,16,19,20
140701060007,CHEEKTOWAGA MIDDLE SCHOOL,2016,,21,20,22,22,,,,
140701060008,PINE HILL EDUCATION CENTER,2016,,,,,,7,,,13
140702030000,CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT,2016,24,24,22,24,25,26,22,28,25
140702030003,MARYVALE PRIMARY SCHOOL,2016,23,,,,,,,,
140702030004,MARYVALE INTERMEDIATE SCHOOL,2016,24,,,,,,,,
140702030005,MARYVALE MIDDLE SCHOOL,2016,20,24,20,24,25,,,,
140702030006,MARYVALE HIGH SCHOOL,2016,,,,,,25,22,28,25
140703020000,CLEVELAND HILL UNION FREE SCHOOL DISTRICT,2016,19,18,17,20,21,14,5,,18
140703020002,CLEVELAND HILL ELEMENTARY SCHOOL,2016,19,,,,,,,,
140703020003,CLEVELAND HILL HIGH SCHOOL,2016,,,,,,16,5,,17
140703020004,CLEVELAND HILL MIDDLE SCHOOL,2016,,20,17,20,21,,,,
140707030000,DEPEW UNION FREE SCHOOL DISTRICT,2016,21,21,21,21,21,19,23,20,19
140707030003,DEPEW HIGH SCHOOL,2016,,,,,,19,23,20,18
140707030004,DEPEW MIDDLE SCHOOL,2016,,21,21,21,20,,,,
140707030005,CAYUGA HEIGHTS ELEMENTARY SCHOOL,2016,21,,,,,,,,
140709030000,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,2016,21,18,17,18,18,23,14,23,21
140709030001,THEODORE ROOSEVELT SCHOOL,2016,20,,,,,,,,
140709030002,WOODROW WILSON ELEMENTARY SCHOOL,2016,22,,,,,,,,
140709030003,JOHN F KENNEDY MIDDLE SCHOOL,2016,,18,17,18,18,,,,
140709030004,JOHN F KENNEDY SENIOR HIGH SCHOOL,2016,,,,,,23,14,23,21
140801060000,CLARENCE CENTRAL SCHOOL DISTRICT,2016,21,23,24,24,23,22,21,23,24
140801060002,HARRIS HILL ELEMENTARY SCHOOL,2016,21,,,,,,,,
140801060003,LEDGEVIEW ELEMENTARY SCHOOL,2016,23,,,,,,,,
140801060005,SHERIDAN HILL ELEMENTARY SCHOOL,2016,21,,,,,,,,
140801060006,CLARENCE SENIOR HIGH SCHOOL,2016,,,,,,22,21,23,24
140801060007,CLARENCE CENTER ELEMENTARY SCHOOL,2016,21,,,,,,,,
140801060008,CLARENCE MIDDLE SCHOOL,2016,,23,24,24,23,,,,
141101060000,SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT,2016,20,16,20,18,20,15,37,19,16
141101060001,GRIFFITH INSTITUTE HIGH SCHOOL,2016,,,,,,15,37,19,16
141101060002,COLDEN ELEMENTARY SCHOOL,2016,18,,,,,,,,
141101060003,SPRINGVILLE ELEMENTARY SCHOOL,2016,20,,,,,,,,
141101060004,GRIFFITH INSTITUTE MIDDLE SCHOOL,2016,,16,20,18,20,,,,
141201060000,EDEN CENTRAL SCHOOL DISTRICT,2016,21,22,21,22,23,17,18,22,19
141201060001,EDEN JUNIOR-SENIOR HIGH SCHOOL,2016,,22,21,22,23,17,18,22,19
141201060002,G L PRIESS PRIMARY SCHOOL,2016,20,,,,,,,,
141201060005,EDEN ELEMENTARY SCHOOL,2016,21,,,,,,,,
141301060000,IROQUOIS CENTRAL SCHOOL DISTRICT,2016,18,20,20,21,21,21,20,21,19
141301060003,MARILLA PRIMARY SCHOOL,2016,19,,,,,,,,
141301060004,WALES PRIMARY SCHOOL,2016,16,,,,,,,,
141301060005,IROQUOIS MIDDLE SCHOOL,2016,,20,20,21,21,,,,
141301060006,IROQUOIS SENIOR HIGH SCHOOL,2016,,,,,,21,20,21,19
141301060007,ELMA PRIMARY SCHOOL,2016,18,,,,,,,,
141401060000,EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE),2016,18,20,20,20,20,21,20,22,24
141401060001,HIGHLAND ELEMENTARY SCHOOL,2016,19,,,,,,,,
141401060003,LAKE SHORE SENIOR HIGH SCHOOL,2016,,,,,,21,20,22,24
141401060004,JOHN T WAUGH ELEMENTARY SCHOOL,2016,19,,,,,,,,
141401060008,A J SCHMIDT ELEMENTARY SCHOOL,2016,18,,,,,,,,
141401060009,LAKE SHORE MIDDLE SCHOOL,2016,,20,20,20,20,,,,
141501060000,GRAND ISLAND CENTRAL SCHOOL DISTRICT,2016,22,21,19,20,21,22,16,18,20
141501060001,HUTH ROAD SCHOOL,2016,22,,,,,,,,
141501060003,KAEGEBEIN SCHOOL,2016,20,,,,,,,,
141501060004,GRAND ISLAND SENIOR HIGH SCHOOL,2016,,,,,,22,16,18,20
141501060005,VERONICA E CONNOR MIDDLE SCHOOL,2016,,21,19,20,21,,,,
141501060006,CHARLOTTE SIDWAY SCHOOL,2016,23,,,,,,,,
141601060000,HAMBURG CENTRAL SCHOOL DISTRICT,2016,20,22,21,22,21,22,19,22,23
141601060001,ARMOR ELEMENTARY SCHOOL,2016,20,,,,,,,,
141601060002,BOSTON VALLEY ELEMENTARY SCHOOL,2016,22,,,,,,,,
141601060003,CHARLOTTE AVENUE ELEMENTARY SCHOOL,2016,18,,,,,,,,
141601060004,UNION PLEASANT AVENUE ELEMENTARY SCHOOL,2016,21,,,,,,,,
141601060006,HAMBURG MIDDLE SCHOOL,2016,,22,19,22,21,,,,
141601060007,HAMBURG HIGH SCHOOL,2016,,,,,,22,19,22,22
141604060000,FRONTIER CENTRAL SCHOOL DISTRICT,2016,21,23,27,27,25,27,22,23,26
141604060003,BIG TREE ELEMENTARY SCHOOL,2016,22,,,,,,,,
141604060004,BLASDELL ELEMENTARY SCHOOL,2016,19,,,,,,,,
141604060005,CLOVERBANK ELEMENTARY SCHOOL,2016,21,,,,,,,,
141604060006,PINEHURST ELEMENTARY SCHOOL,2016,22,,,,,,,,
141604060007,FRONTIER MIDDLE SCHOOL,2016,,23,27,26,25,,,,
141604060008,FRONTIER SENIOR HIGH SCHOOL,2016,,,,,,27,22,23,26
141701040000,HOLLAND CENTRAL SCHOOL DISTRICT,2016,21,21,20,17,16,17,15,21,21
141701040001,HOLLAND JUNIOR/SENIOR HIGH SCHOOL,2016,,21,20,17,16,17,15,21,21
141701040002,HAROLD O BRUMSTED ELEMENTARY SCHOOL,2016,21,,,,,,,,
141800010000,LACKAWANNA CITY SCHOOL DISTRICT,2016,24,25,23,20,24,20,,16,28
141800010005,LACKAWANNA MIDDLE SCHOOL,2016,,27,23,23,24,,,,
141800010008,LACKAWANNA HIGH SCHOOL,2016,,,,,,20,,12,28
141800010010,TRUMAN ELEMENTARY SCHOOL,2016,22,,,,,,,,
141800010011,MARTIN ROAD ELEMENTARY SCHOOL,2016,25,,,,,,,,
141800860044,GLOBAL CONCEPTS CHARTER SCHOOL,2016,25,24,24,25,24,18,12,17,15
