"COUNTY_NAME","ENTITY_CD","ENTITY_NAME","DISTRICT_NAME","PROF_LEVEL","PER_FREE_LUNCH","PER_REDUCED_LUNCH","PER_LEP","PER_AM_IND","PER_BLACK","PER_HISP","PER_ASIAN","PER_WHITE","PER_Multi","PER_SWD","PER_FEMALE","PER_ECDIS","PER_SUSPENSIONS","MEAN_CLASS_SIZE","MEAN_ENROLL","PER_NOT_HQ","STUD_TEACH_RATIO","PER_HS_DEGREE","MEAN_INC","EXP_PER_ST","MEAN_TEACH_SCORE","CHARTER","VIOL_CRIME_PER_CITIZEN","PROP_CRIME_PER_CITIZEN","TOTAL_DIST_POP"
"WESTCHESTER","660900010014","GRIMES SCHOOL","MOUNT VERNON SCHOOL DISTRICT","Not Proficient",78,4,5.333,0,86,11,2,0,0,13.667,48.667,81.667,9,18,344.333,0,10.874,29.585,198652.389,665625.363,81.611,0,0.00217533730418714,0.0107248132278337,68217
"SUFFOLK","580109020001","MARTIN LUTHER KING ELEMENTARY SCHOOL","WYANDANCH UNION FREE SCHOOL DISTRICT","Not Proficient",83.333,4,19.333,0,52.333,46,0,1,0.667,21,47.333,94.333,9,27,568,1.333,15.778,22.845,84913.848,132198.944,88.138,0,0.00122526082516204,0.0147749527744588,10609
"MONROE","261600010050","SCHOOL 50-HELEN BARRETT MONTGOMERY","ROCHESTER CITY SCHOOL DISTRICT","Not Proficient",86,2.333,24,0,51,25.333,14.667,8.333,0,18.667,48.667,93.333,2.333,22.889,599.667,0,11.682,8.028,103999.975,1440673.708,96.711,0,0.0033319274567693,0.0240602427005643,210291
"SUFFOLK","580211060007","EUGENE AUER MEMORIAL SCHOOL","MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT","Not Proficient",17,3.333,0,0,2.667,13.667,5,77.667,1,17,44.333,21,0,23,347.667,1,16.297,26.097,132194.611,606037.392,88.595,0,0.00122526082516204,0.0147749527744588,64208
"WESTCHESTER","660203060008","BUCHANAN-VERPLANCK ELEMENTARY SCHOOL","HENDRICK HUDSON CENTRAL SCHOOL DISTRICT","Not Proficient",36.333,10.667,4.667,0,7,36.667,3.333,48.667,4,11.333,53.667,48.333,1,18.333,238,0,10.2,25.334,135252.054,301907.563,95.207,0,0.00217533730418714,0.0107248132278337,15593
"SUFFOLK","580224030004","MEDFORD ELEMENTARY SCHOOL","PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT","Not Proficient",51.333,10.333,26.667,0.333,3,54.667,3.667,36,2.333,3.667,51.333,65.333,2,24.667,492.667,1,15.237,26.35,149003.935,337889.716,89.503,0,0.00122526082516204,0.0147749527744588,50880
"BRONX","320700860957","ACADEMIC LEADERSHIP CHARTER SCHOOL",NA,"Not Proficient",85,6.667,13.667,0,48.667,49.333,0,0.667,0.667,13.667,53.333,94.667,2.667,25,347.333,30.333,19.66,27.183,162231.43,59910.749,92.089,1,0.00911660408481436,0.0160715764710795,5834922.31709325
"SUFFOLK","580105030004","SUSAN E WILEY SCHOOL","COPIAGUE UNION FREE SCHOOL DISTRICT","Not Proficient",58,7.667,16.667,0,20.333,60,2.333,15.667,2,7.333,48,73.667,2.333,25.333,663.667,0,17.937,23.741,141997.49,168259.166,98.578,0,0.00122526082516204,0.0147749527744588,31380
"TIOGA","600903040003","TIOGA ELEMENTARY SCHOOL","TIOGA CENTRAL SCHOOL DISTRICT","Not Proficient",54,10,0,0,1,1.333,0.667,97.333,0.333,8,51.333,67,0.5,21.667,296.333,0,11.853,8.522,176312.325,55616.423,92.381,0,0.000882192994823662,0.0091683619005418,6261
"ULSTER","620600010013","ERNEST C MYER SCHOOL","KINGSTON CITY SCHOOL DISTRICT","Not Proficient",31.667,2.333,1,0,8,12,1,73.333,5.333,29.667,50.667,37.333,2.333,19.333,155.333,0,10.13,31.095,97355.184,986497.854,96.789,0,0.00163208775380183,0.0150322705742223,51609
"WESTCHESTER","661500010002","OAKSIDE SCHOOL","PEEKSKILL CITY SCHOOL DISTRICT","Not Proficient",74.667,9,30.667,0,20.333,67.333,1.667,8,2.333,15.667,48,81.333,1,22.667,504,0,15.588,23.043,133804.15,162140.873,90.786,0,0.00217533730418714,0.0107248132278337,23977
"BRONX","320900010035","PS 35 FRANZ SIEGEL","NEW YORK CITY GEOGRAPHIC DISTRICT # 9","Not Proficient",89.667,6.667,23.667,1.333,28.333,68,1,1,0,24.667,47.333,96.333,0,28.667,576.667,1,12.098,24.914,117668.483,45103805.202,83.05,0,0.00911660408481436,0.0160715764710795,8461961
"DUTCHESS","130200010001","J V FORRESTAL ELEMENTARY SCHOOL","BEACON CITY SCHOOL DISTRICT","Not Proficient",48.333,8.667,3.667,0,14.667,31.333,1.333,48,4.333,8.333,53,60,1.667,21.333,212.667,0,12.038,34.418,72956.785,289269.592,92.19,0,0.00189317517446478,0.0129953870330005,27087
"DUTCHESS","132101060008","SHEAFE ROAD ELEMENTARY SCHOOL","WAPPINGERS CENTRAL SCHOOL DISTRICT","Not Proficient",35.667,9.333,4,0,6.333,30.667,4.667,56,2.667,18.333,51.333,54.667,1.333,22.667,450.333,0,10.722,3.735,37817.839,480246.484,86.263,0,0.00189317517446478,0.0129953870330005,73883
"SUFFOLK","580513030005","CHARLES A MULLIGAN MIDDLE SCHOOL","CENTRAL ISLIP UNION FREE SCHOOL DISTRICT","Not Proficient",66.667,10,20.667,0,22,71.333,2.333,3.667,0,12,47.333,77,2.333,26.867,737.667,0.333,14.37,39.7,79953,262256.665,93.815,0,0.00122526082516204,0.0147749527744588,37787
"QUEENS","342700010223","PS 223 LYNDON B JOHNSON","NEW YORK CITY GEOGRAPHIC DISTRICT #27","Not Proficient",86.667,5,3.667,6,70,14.333,7.667,1,1.667,22,44.667,92,0.333,22,490.667,6.667,10.985,29.329,179591.122,53009227.582,81.194,0,0.00464932850969108,0.0126289441911748,8461961
"KINGS","331800861033","CANARSIE ASCEND CHARTER SCHOOL",NA,"Not Proficient",46.333,14.667,0,0.667,92,4.667,0,0.667,1,11.333,49.333,65.667,7.667,28.667,206,16.333,11.036,31.348,64768.338,101014.563,94.244,1,0.00627668927886969,0.014459509017006,9248517.38954414
"MONTGOMERY","270100010018","WILLIAM B TECLER ARTS IN EDUCATION","AMSTERDAM CITY SCHOOL DISTRICT","Not Proficient",75.667,1,4.667,0,4.333,40.667,1,50.333,3.667,12,49.333,78.333,8.333,22.667,363,0,9.47,12.497,58038.08,168528.926,89.655,0,0.0014335474258562,0.0211166368010953,25368
"PUTNAM","480102060002","KENT ELEMENTARY SCHOOL","CARMEL CENTRAL SCHOOL DISTRICT","Not Proficient",16.667,3.667,3,0,2.333,18,1.667,72.667,4,11.667,50,23.333,0,20.667,403.333,0,13.011,36.82,167867.892,285213.223,88.943,0,0.000470787059391598,0.00631337518107195,29819
"BRONX","320700011500","HOSTOS-LINCOLN ACADEMY OF SCIENCE","NEW YORK CITY GEOGRAPHIC DISTRICT # 7","Not Proficient",75,3.667,5.667,0.667,19.667,74.333,3.333,1,1,17.667,52.667,78.667,1.333,23.167,532.667,21,15.98,18.36,77556.889,48829526.283,86.353,0,0.00911660408481436,0.0160715764710795,8461961
"ERIE","141301060007","ELMA PRIMARY SCHOOL","IROQUOIS CENTRAL SCHOOL DISTRICT","Not Proficient",11.333,3.333,0,0,0,1.667,1,93,4.333,13,47,17.333,0,19,212.667,0,9.382,20.347,28943.893,200482.759,92.318,0,0.0041347794072196,0.0247089073220775,17901
"KINGS","331600010035","MS 35 STEPHEN DECATUR","NEW YORK CITY GEOGRAPHIC DISTRICT #16","Not Proficient",83,6,2.333,0.667,85.667,12.333,0.667,0.333,0.333,30.667,46.333,89.333,0.5,26.583,184,19.667,11.265,21.854,148371.506,141357940.217,96.076,0,0.00627668927886969,0.014459509017006,8461961
"STEUBEN","571000010012","WILLIAM E SEVERN ELEMENTARY SCHOOL","CORNING CITY SCHOOL DISTRICT","Not Proficient",44.667,9.667,0,1,1.333,2.667,1,90.667,3.667,22,48.333,57.333,1.5,21,355.667,0,10.066,20.304,157552.868,424425.492,78.701,0,0.00159142545669428,0.0135444366333507,33946
"OSWEGO","460102040007","ALTMAR-PARISH-WILLIAMSTOWN ELEMENTARY SCHOOL","ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT","Not Proficient",53,11.333,0,0.333,1.333,2,0,95,1.667,17,51.667,67,2.667,21,548.333,0,10.092,14.961,67288.862,50901.52,87.649,0,0.00174421016819762,0.018001377444757,7393
"NIAGARA","401501060003","WILSON HIGH SCHOOL","WILSON CENTRAL SCHOOL DISTRICT","Not Proficient",25.667,10.667,1,0.667,1,3,0,94,1.667,15,48,37.667,5.667,18.292,714.333,0.667,12.532,25.435,107476.03,32293.047,96.312,0,0.0201076253172572,0.0939633382386482,8497
"SUFFOLK","580505020005","ACADEMY STREET ELEMENTARY SCHOOL","BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT","Not Proficient",6.333,0.333,0.667,1,0.667,5.667,1,89.667,2,16.667,49,7.667,0,20.333,329.333,0,10.292,22.2,115542,204021.255,89.19,0,0.00122526082516204,0.0147749527744588,12899
"BRONX","321200010061","PS 61 FRANCISCO OLLER","NEW YORK CITY GEOGRAPHIC DISTRICT #12","Not Proficient",88.333,5.333,6.667,0.333,23,76,0.333,0,0,22.333,46,94.333,0,22.333,268.667,3.667,10.605,37.54,140276.92,96810897.022,75.375,0,0.00911660408481436,0.0160715764710795,8461961
"ORLEANS","450101060005","CARL I BERGERSON MIDDLE SCHOOL","ALBION CENTRAL SCHOOL DISTRICT","Not Proficient",44.667,9.333,2,1,13,10.667,0.667,75.333,0,11,47.667,56,4.667,20.083,443.333,2.667,12.547,35.768,19202.905,67260.902,89.398,0,0.00167389956602604,0.0155849110591826,14959
"KINGS","331800010272","PS 272 CURTIS ESTABROOK","NEW YORK CITY GEOGRAPHIC DISTRICT #18","Not Proficient",83.333,4.333,2.667,1.333,79.333,14.667,2.333,2.333,0.667,27,48.667,87.333,0.667,24,389.667,1.667,9.062,19.765,208427.405,66749001.711,81.71,0,0.00627668927886969,0.014459509017006,8461961
"WESTCHESTER","660809030004","PLEASANTVILLE MIDDLE SCHOOL","PLEASANTVILLE UNION FREE SCHOOL DISTRICT","Not Proficient",6.333,2,1,0,2,7,6,84.333,0.333,20,46.333,8.333,1,21,538,0,12.415,26.47,89273.37,85490.706,86,0,0.00217533730418714,0.0107248132278337,8657
"CAYUGA","050301040002","WEEDSPORT JUNIOR-SENIOR HIGH SCHOOL","WEEDSPORT CENTRAL SCHOOL DISTRICT","Not Proficient",18,5.667,0,0.667,1.333,1.333,2.333,91.667,2.667,16.333,48.333,27,3,17.542,396.333,0,10.809,24.307,50295.566,39812.447,94.868,0,0.0022390617265146,0.0164984831753043,5403
"CHAUTAUQUA","061700010001","CARLYLE C RING ELEMENTARY SCHOOL","JAMESTOWN CITY SCHOOL DISTRICT","Not Proficient",62,0.333,11.333,0,3,24.667,1,58.333,12.333,13,47.667,69.667,6,19.333,355,0,9.025,23.112,86328.068,239329.577,84.563,0,0.00246834866563439,0.0226978777666454,31864
"MADISON","250401040001","EDWARD R ANDREWS ELEMENTARY SCHOOL","MORRISVILLE-EATON CENTRAL SCHOOL DISTRICT","Not Proficient",49,10,0,0.333,0.333,1.333,0.667,94.667,3,13.667,47.667,62.333,4.333,18,299.667,0,10.216,22.062,134855.976,48123.471,95.846,0,0.0012429080719666,0.013469461360263,6326
"BRONX","320700010031","PS/MS 31 THE WILLIAM LLOYD GARRISON","NEW YORK CITY GEOGRAPHIC DISTRICT # 7","Not Proficient",91.333,3.333,15.667,1,26,70.333,1.667,1.667,0,25,49,94.667,1,23.533,586.667,14.667,12.754,25.364,151803.367,44334990.341,81.098,0,0.00911660408481436,0.0160715764710795,8461961
"KINGS","331800010268","PS 268 EMMA LAZARUS","NEW YORK CITY GEOGRAPHIC DISTRICT #18","Not Proficient",85.667,6.333,6,0,93.333,4.333,0.667,1.667,0,15.667,51.333,92,0.333,26.667,344.333,5.667,12.446,13.557,109415.611,75536866.409,79.04,0,0.00627668927886969,0.014459509017006,8461961
"ONEIDA","412000050007","VERNON-VERONA-SHERRILL MIDDLE SCHOOL","SHERRILL CITY SCHOOL DISTRICT","Not Proficient",27,9,0,0.667,0.333,1.333,0.667,96.333,0.333,12,45.333,38.667,1.667,18.25,276,1.667,10.222,23.22,120813.973,112550.725,93.438,0,0.00259900883800428,0.0207680217128035,12315
"CATTARAUGUS","041101040002","FRANKLINVILLE JUNIOR-SENIOR HIGH SCHOOL","FRANKLINVILLE CENTRAL SCHOOL DISTRICT","Not Proficient",41,10.333,0,0,0.333,1.333,0.333,97.333,0.667,11.333,46.333,54.333,4,16.667,326.333,3.333,11.253,15.512,127821.672,51959.142,95.125,0,0.00163299620411179,0.0158663032124933,4537
"SUFFOLK","580105030002","GREAT NECK ROAD ELEMENTARY SCHOOL","COPIAGUE UNION FREE SCHOOL DISTRICT","Not Proficient",59.333,10.667,18.333,0,23.667,61.333,1.667,11.667,1.667,6.333,47.667,79.667,2,26,426.667,0,17.297,26.357,109531.501,261721.875,73.283,0,0.00122526082516204,0.0147749527744588,31380
"WESTCHESTER","662300010030","SCHOOL 30","YONKERS CITY SCHOOL DISTRICT","Not Proficient",48.667,11,4.333,0,9.667,41.667,7.667,37.333,3,9.667,48,59.667,2.333,29.517,486,0,21.441,22.986,97988.731,1180329.218,96,0,0.00217533730418714,0.0107248132278337,199725
"SUFFOLK","580401020001","JAMES H BOYD ELEMENTARY SCHOOL","ELWOOD UNION FREE SCHOOL DISTRICT","Not Proficient",16.667,3.333,4,0,5.333,15.333,8.667,68.667,2.333,9.333,48.333,21,1,24,538,0,14.411,23.702,120358.488,104013.011,81.346,0,0.00122526082516204,0.0147749527744588,13225
"WESTCHESTER","661100010002","COLUMBUS ELEMENTARY SCHOOL","NEW ROCHELLE CITY SCHOOL DISTRICT","Not Proficient",73.333,11.333,26.667,0,8.333,79.333,2.333,10,0.333,9.667,50.667,86,1.667,23,692,0.333,11.795,33.328,122257.092,348578.035,87,0,0.00217533730418714,0.0107248132278337,79299
"BRONX","320900010303","IS 303 LEADERSHIP & COMM SERVICE","NEW YORK CITY GEOGRAPHIC DISTRICT # 9","Not Proficient",96.667,1.333,14.333,0,24,75.333,0,1,0,37.333,50.333,98.333,0.667,21.333,311.667,26,10.872,21.546,185199.001,83454099.465,85.75,0,0.00911660408481436,0.0160715764710795,8461961
"QUEENS","342400010068","PS 68 CAMBRIDGE","NEW YORK CITY GEOGRAPHIC DISTRICT #24","Not Proficient",61.333,2.333,20.667,0,3.667,81.667,4,9.667,1,19,46.667,63.667,0,27.667,598,1.333,12.372,22.509,91767.3,43494750.836,86.17,0,0.00464932850969108,0.0126289441911748,8461961
"SUFFOLK","580905020004","HAMPTON BAYS MIDDLE SCHOOL","HAMPTON BAYS UNION FREE SCHOOL DISTRICT","Not Proficient",36,8,14,0,1,51,0.333,46.667,0.667,11.667,48.333,53,1.667,21.667,620,1,12.4,42.7,91986,80656.452,86.582,0,0.00122526082516204,0.0147749527744588,12637
"KINGS","331600010081","PS 81 THADDEUS STEVENS","NEW YORK CITY GEOGRAPHIC DISTRICT #16","Not Proficient",90.333,1.667,8.333,2,60,36.333,1.333,0,0.333,33.667,48.333,92.333,0.5,20.667,253,3.667,8.724,16.119,127514.158,102805774.704,84.652,0,0.00627668927886969,0.014459509017006,8461961
"TIOGA","600101060005","WAVERLY MIDDLE SCHOOL","WAVERLY CENTRAL SCHOOL DISTRICT","Not Proficient",39.333,6.333,0,0,0.667,1,1.667,97,0,13,51.333,48.667,13.667,23.4,360.667,3.333,15.681,24.62,92946.605,89312.384,86.382,0,0.000882192994823662,0.0091683619005418,9439
"KINGS","331300860937","BROOKLYN EAST COLLEGIATE CHARTER SCHOOL",NA,"Not Proficient",58.333,12,2.333,2.667,87.333,8,1,0.333,0.667,14.333,46.667,80,16.667,22.375,330.333,17.667,13.575,38.073,126576.326,62993.946,82.348,1,0.00627668927886969,0.014459509017006,5268772.0223347
"NASSAU","280204020004","PARK AVENUE SCHOOL","NORTH BELLMORE UNION FREE SCHOOL DISTRICT","Not Proficient",3,1.333,1.667,0,1.333,5,7.667,82,3.333,11.667,50.667,5.333,0,20.667,305.333,0,13.672,27.247,108636.923,164423.581,87.833,0,0.00141715697438313,0.0106720145400836,3995102.01180043
"KINGS","332300010184","PS 184 NEWPORT","NEW YORK CITY GEOGRAPHIC DISTRICT #23","Not Proficient",90.333,2.333,3.667,0.333,74,24.667,0.333,0.333,0,21.667,50.333,92.667,5,25.133,419.333,19,10.571,43.306,123348.755,62026695.548,86.523,0,0.00627668927886969,0.014459509017006,8461961
"KINGS","331600010309","PS 309 GEORGE E WIBECAN PREPARATORY ACADEMY","NEW YORK CITY GEOGRAPHIC DISTRICT #16","Not Proficient",83,1.667,8,1,67,27,4,0.333,0,34,50.333,85,0.333,19,193.667,6,6.756,30.189,179088.073,134302208.262,91.744,0,0.00627668927886969,0.014459509017006,8461961
"SUFFOLK","580801060018","TACKAN ELEMENTARY SCHOOL","SMITHTOWN CENTRAL SCHOOL DISTRICT","Not Proficient",8.333,2.667,2.667,0,1.333,9,6.333,82.667,1,11.333,51,12.333,0,23.333,405.667,0,15.213,18.096,139610.586,547656.532,93.311,0,0.00122526082516204,0.0147749527744588,57718
"COLUMBIA","101601040002","WALTER B HOWARD ELEMENTARY SCHOOL","NEW LEBANON CENTRAL SCHOOL DISTRICT","Not Proficient",28,10.333,0,0,2.667,3,1,92,1.333,8.667,48.333,44.667,2,14.667,165.333,0,7.631,34.462,152381.84,75895.161,92.699,0,0.00148722922728742,0.0138506304558681,4064
"RICHMOND","353100010011","PS 11 THOMAS DONGAN SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT #31","Not Proficient",68.667,8,9.667,0,16.333,40.333,7,35,1.333,27,47,77,1,20,209,0,8.957,30.425,112986.75,124449095.694,94.529,0,0.00350288597239946,0.0117805139819658,8461961
"ERIE","140600010066","PS 66 NORTH PARK ACADEMY","BUFFALO CITY SCHOOL DISTRICT","Not Proficient",77,3.333,1,0.333,71,9.333,1.667,15.667,2.333,24.667,47,86.333,42.667,39,280,0,11.831,35.503,84181.814,3184053.571,82.5,0,0.0041347794072196,0.0247089073220775,258989
"KINGS","332200010152","SCHOOL OF SCIENCE AND TECHNOLOGY","NEW YORK CITY GEOGRAPHIC DISTRICT #22","Not Proficient",69,1,12.667,1,67.333,22.333,5.333,3.667,0.667,18.333,49,70,0,28.333,721.333,0.667,13.61,28.451,192419.088,36058032.81,93.838,0,0.00627668927886969,0.014459509017006,8461961
"QUEENS","343000010092","PS 92 HARRY T STEWART SR","NEW YORK CITY GEOGRAPHIC DISTRICT #30","Not Proficient",71.667,0.667,37,0,2.333,95.667,1.667,0,0,19.667,51,72.333,0,29,721.667,6,11.395,22.682,90183.24,36041377.829,82.756,0,0.00464932850969108,0.0126289441911748,8461961
"DUTCHESS","130801060003","RALPH R SMITH SCHOOL","HYDE PARK CENTRAL SCHOOL DISTRICT","Not Proficient",38.667,8,1,0,8.333,15,1,68.333,7,22.333,47.667,48.667,1.333,25.333,302.667,0,12.107,25.096,183216.786,299458.15,87.273,0,0.00189317517446478,0.0129953870330005,33037
"SUFFOLK","580103030003","PARLIAMENT PLACE SCHOOL","NORTH BABYLON UNION FREE SCHOOL DISTRICT","Not Proficient",21.333,7.667,7,0.667,25.333,21.333,8.333,42.667,2,9.333,50.333,43,3,23.333,366.333,0,13.737,31.9,107585,285046.406,85.853,0,0.00122526082516204,0.0147749527744588,29689
"KINGS","332300010363","BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT #23","Not Proficient",95.333,1.333,11,1.667,67.667,29,0.667,1.333,0,28.667,57.667,96.333,6,29,120.667,29.333,9.784,26.608,172000.271,215551334.254,78.25,0,0.00627668927886969,0.014459509017006,8461961
"QUEENS","342900010289","QUEENS UNITED MIDDLE SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT #29","Not Proficient",61,11.667,2,5.333,87,5.667,0.667,1.667,0,19.667,49,72,2,24.25,157,35.667,12.395,25.215,124423.286,165667904.459,81.917,0,0.00464932850969108,0.0126289441911748,8461961
"KINGS","331400010120","PS 120 CARLOS TAPIA","NEW YORK CITY GEOGRAPHIC DISTRICT #14","Not Proficient",79.333,0,18.667,0,11.667,84.333,2.333,1.333,0.333,24,52.333,79.333,0,18,317,8.333,10.011,31.353,135498.876,82050034.7,90.385,0,0.00627668927886969,0.014459509017006,8461961
"CHAUTAUQUA","061700010011","ABRAHAM LINCOLN ELEMENTARY SCHOOL","JAMESTOWN CITY SCHOOL DISTRICT","Not Proficient",60,1,2,0,3.333,13.667,0,73.667,9.333,9.333,47,67.667,2.667,20,389.333,0,10.716,11.802,102679.415,218224.315,92.249,0,0.00246834866563439,0.0226978777666454,31864
"BRONX","320700010161","PS 161 PONCE DE LEON","NEW YORK CITY GEOGRAPHIC DISTRICT # 7","Not Proficient",93.333,4,23.667,0,22,74.667,1,2,0,28.667,44.333,97.333,0,24,393.667,3,9.155,28.062,205390.737,66070773.074,79.714,0,0.00911660408481436,0.0160715764710795,8461961
"QUEENS","342700010273","PS 273","NEW YORK CITY GEOGRAPHIC DISTRICT #27","Not Proficient",89.667,5.333,12.667,2.333,10.667,67,14.667,4.667,0,18.333,44,95.333,0,21.667,225.667,0,9.956,28.975,129847.527,115257877.4,86.5,0,0.00464932850969108,0.0126289441911748,8461961
"QUEENS","342700010362","WAVE PREPARATORY ELEMENTARY SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT #27","Not Proficient",89,3.667,23,1,41.667,54.667,1.333,1,0.333,21,46.333,93,0.333,24.667,320.667,14.667,10.809,23.863,99224.382,81111832.64,83.074,0,0.00464932850969108,0.0126289441911748,8461961
"ERIE","142801060003","ALLENDALE ELEMENTARY SCHOOL","WEST SENECA CENTRAL SCHOOL DISTRICT","Not Proficient",30.667,4.333,0.333,0,1,2.333,0.667,92.333,3,13.333,49.333,37,0.333,22,373.667,0,13.671,23.468,146779.915,283776.985,83.417,0,0.0041347794072196,0.0247089073220775,54355
"QUEENS","342800010117","PS 117 J KELD/BRIARWOOD SCHOOL","NEW YORK CITY GEOGRAPHIC DISTRICT #28","Not Proficient",46.667,1,10.667,2.667,10.667,33.333,36,16,1.333,18,48.333,48.333,0,27.667,824.333,0.333,12.427,38.011,78506.545,31552601.294,85.206,0,0.00464932850969108,0.0126289441911748,8461961
"QUEENS","342400010199","PS 199 MAURICE A FITZGERALD","NEW YORK CITY GEOGRAPHIC DISTRICT #24","Not Proficient",57.667,1,40,1,1,60.333,31.667,5.667,0.667,17,49,58.667,0,23.667,862.333,0.333,13.404,38.51,226285.113,30162189.022,83.979,0,0.00464932850969108,0.0126289441911748,8461961
"COLUMBIA","101401040004","ICHABOD CRANE PRIMARY SCHOOL","KINDERHOOK CENTRAL SCHOOL DISTRICT","Not Proficient",30.333,3.333,6.667,0,1.667,5.333,1,91,1,11.667,46.333,36.333,2.5,20.667,421.333,2.333,9.953,35.913,121390.135,88037.184,87.439,0,0.00148722922728742,0.0138506304558681,13894
"NASSAU","280230020001","CLEARSTREAM AVENUE SCHOOL","VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT","Not Proficient",33.667,10,10.333,0.333,41.667,34.333,18.333,3.333,2.333,5,45,48,1.333,22.667,359.667,0,13.488,25.886,138145.508,89766.45,89.822,0,0.00141715697438313,0.0106720145400836,3013940.94086819
"SCHOHARIE","541201040002","SCHOHARIE ELEMENTARY SCHOOL","SCHOHARIE CENTRAL SCHOOL DISTRICT","Not Proficient",36.667,9.333,0,0,0,0.333,0,97,2.667,14.667,49,50,1.667,20.667,380,1.333,10,16.15,87182.997,50826.316,84.54,0,0.000941042725866043,0.0117977705497837,6337
"GENESEE","180300010005","BATAVIA MIDDLE SCHOOL","BATAVIA CITY SCHOOL DISTRICT","Not Proficient",47.333,7,0.333,0,6.667,6,1,76,10.333,14.667,46.333,56.333,4.333,20.917,687,0,10.515,13.581,187686.351,63681.223,94.986,0,0.00213706331600427,0.02017848373495,18132
"KINGS","331700010167","PS 167 PARKWAY (THE)","NEW YORK CITY GEOGRAPHIC DISTRICT #17","Not Proficient",89.333,4.667,4.333,0.333,85.667,12.333,0,2,0,24.333,46.667,94,0.5,24,110,15.667,8.919,22.093,81953.282,236453281.818,86.325,0,0.00627668927886969,0.014459509017006,8461961
"JEFFERSON","220101040004","MANNSVILLE MANOR ELEMENTARY SCHOOL","SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT","Not Proficient",49.667,9.667,0,0,0,1.333,0,98.333,0.333,12.667,51.667,64.333,0.667,20.667,280.333,0,11.521,27.444,82883.118,100063.02,92.5,0,0.00178017394842582,0.0187392977637624,11371
"SUFFOLK","580208020001","NORTH COUNTRY ROAD SCHOOL","MILLER PLACE UNION FREE SCHOOL DISTRICT","Not Proficient",9,3.333,0.667,0,1.667,6.333,2.667,87,1.667,15.333,45.667,13,2,22.867,667.333,0,12.833,24.5,124642,93091.409,93.425,0,0.00122526082516204,0.0147749527744588,15404
"NASSAU","280205030009","SUMMIT LANE SCHOOL","LEVITTOWN UNION FREE SCHOOL DISTRICT","Not Proficient",19,4.333,7.333,0,0.333,28.333,14.333,55,1.667,12,48.333,26,0,20.667,323.333,0,9.238,18.602,48652.703,605078.351,92.459,0,0.00141715697438313,0.0106720145400836,45820
"PUTNAM","480102060003","MATTHEW PATERSON ELEMENTARY SCHOOL","CARMEL CENTRAL SCHOOL DISTRICT","Not Proficient",20.333,4,4.667,0,2.667,22.667,3,68.333,3.667,11,46,27.667,0,22.333,465.333,0,13.047,29.417,196765.494,247212.034,85.508,0,0.000470787059391598,0.00631337518107195,29819
"KINGS","331900860972","HYDE LEADERSHIP CHARTER SCHOOL OF BROOKLYN",NA,"Not Proficient",70.667,6.333,9,0,74.333,23.667,1.667,0.333,0.667,12.667,54,89.667,40,21.667,315.333,12.667,9.096,25.538,213952.788,65990.486,83.818,1,0.00627668927886969,0.014459509017006,10131654.8038303
"NIAGARA","401201060001","ROYALTON-HARTLAND ELEMENTARY SCHOOL","ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT","Not Proficient",28,10.333,0.333,0,0.667,3,0,93.333,2.333,11,50,42.333,0.333,21.333,364.667,0,9.768,21.979,91425.483,55749.543,85.219,0,0.0201076253172572,0.0939633382386482,9068
"WYOMING","671501040001","WARSAW ELEMENTARY SCHOOL","WARSAW CENTRAL SCHOOL DISTRICT","Not Proficient",39.667,4.333,0.333,0.333,0,3,1,93.667,2,9,50.667,47.667,1,15,313.667,0,7.528,14.071,62357.35,54306.057,91.23,0,0.00123184364315333,0.00839011615218604,6322
"WESTCHESTER","660805030005","VALHALLA MIDDLE SCHOOL","VALHALLA UNION FREE SCHOOL DISTRICT","Not Proficient",11.667,1.333,1.667,0,9.333,19.667,8.333,61.333,1.333,14.333,54,15,2.667,21.361,371.333,0,13.262,23.668,168606.414,125057.451,93.205,0,0.00217533730418714,0.0107248132278337,10056
"NASSAU","280517030006","OLD COUNTRY ROAD SCHOOL","HICKSVILLE UNION FREE SCHOOL DISTRICT","Not Proficient",36.667,8.667,18.667,0,0.667,42.667,29,26.333,1,10.667,49.667,48.333,0,20.333,260.333,0,11.833,27.271,97007.37,463186.94,92.125,0,0.00141715697438313,0.0106720145400836,41387
"NASSAU","280407030012","GREAT NECK NORTH MIDDLE SCHOOL","GREAT NECK UNION FREE SCHOOL DISTRICT","Not Proficient",9,5.333,3.667,0,1,7,14.667,76.333,1.333,15,51,16,1.667,22.5,732.333,0,9.852,24.9,153606,286734.183,97.085,0,0.00141715697438313,0.0106720145400836,45310
