ENTITY_CD,ENTITY_NAME,YEAR,PK,PKHALF,PKFULL,KHALF,KFULL,1,2,3,4,5,6,7,8,9,10,11,12,UGE,UGS
280203030003,MCVEY ELEMENTARY SCHOOL,2016,0,0,0,0,116,102,101,122,114,125,0,0,0,0,0,0,0,0,0
280203030006,PARKWAY SCHOOL,2016,0,0,0,0,68,88,65,94,98,98,0,0,0,0,0,0,0,0,0
280203030008,CLARKE MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,180,187,213,0,0,0,0,2,3
280203030009,WOODLAND MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,342,355,363,0,0,0,0,0,0
280203030010,W TRESPER CLARKE HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,176,187,205,170,0,5
280203030011,EAST MEADOW HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,371,410,368,420,0,0
280203030012,MEADOWBROOK ELEMENTARY SCHOOL,2016,0,0,0,0,63,81,84,55,60,69,0,0,0,0,0,0,0,0,0
280204020000,NORTH BELLMORE UNION FREE SCHOOL DISTRICT,2016,66,66,0,0,303,288,247,331,304,289,324,0,0,0,0,0,0,14,0
280204020003,NEWBRIDGE ROAD SCHOOL,2016,0,0,0,0,53,40,53,52,55,50,59,0,0,0,0,0,0,0,0
280204020004,PARK AVENUE SCHOOL,2016,0,0,0,0,50,50,38,63,48,49,51,0,0,0,0,0,0,1,0
280204020005,SAW MILL ROAD SCHOOL,2016,0,0,0,0,108,113,81,108,112,81,105,0,0,0,0,0,0,6,0
280204020006,JOHN G DINKELMEYER SCHOOL,2016,0,0,0,0,44,42,41,67,62,65,71,0,0,0,0,0,0,0,0
280204020007,MARTIN AVENUE ELEMENTARY SCHOOL,2016,0,0,0,0,48,43,34,41,27,44,38,0,0,0,0,0,0,7,0
280205030000,LEVITTOWN UNION FREE SCHOOL DISTRICT,2016,134,134,0,0,537,490,516,535,522,534,520,574,542,494,566,590,571,27,67
280205030001,EAST BROADWAY SCHOOL,2016,0,0,0,0,125,107,106,124,99,104,0,0,0,0,0,0,0,4,0
280205030002,ABBEY LANE SCHOOL,2016,0,0,0,0,102,108,104,115,113,104,0,0,0,0,0,0,0,5,0
280205030005,GARDINERS AVENUE SCHOOL,2016,0,0,0,0,100,100,94,98,99,107,0,0,0,0,0,0,0,0,0
280205030006,LEE ROAD SCHOOL,2016,0,0,0,0,43,46,45,51,56,57,0,0,0,0,0,0,0,0,0
280205030009,SUMMIT LANE SCHOOL,2016,0,0,0,0,74,59,60,69,71,62,0,0,0,0,0,0,0,8,0
280205030010,WISDOM LANE MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,226,262,231,0,0,0,0,5,8
280205030011,NORTHSIDE SCHOOL,2016,0,0,0,0,93,70,107,78,84,100,0,0,0,0,0,0,0,1,0
280205030013,JONAS E SALK MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,294,312,310,0,0,0,0,4,9
280205030015,DIVISION AVENUE SENIOR HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,220,269,257,241,0,38
280205030016,GEN DOUGLAS MACARTHUR SENIOR HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,274,297,333,330,0,12
280206030000,SEAFORD UNION FREE SCHOOL DISTRICT,2016,0,0,0,0,149,173,146,171,167,169,193,194,198,154,173,185,180,13,18
280206030003,SEAFORD HARBOR SCHOOL,2016,0,0,0,0,91,103,96,94,107,89,0,0,0,0,0,0,0,0,0
280206030004,SEAFORD MANOR SCHOOL,2016,0,0,0,0,58,70,50,77,60,80,0,0,0,0,0,0,0,12,0
280206030005,SEAFORD MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,193,194,198,0,0,0,0,1,6
280206030006,SEAFORD SENIOR HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,154,173,185,180,0,12
280207020000,BELLMORE UNION FREE SCHOOL DISTRICT,2016,42,42,0,0,117,143,137,144,140,164,142,0,0,0,0,0,0,6,0
280207020002,SHORE ROAD SCHOOL,2016,0,0,0,0,0,0,0,0,0,164,142,0,0,0,0,0,0,0,0
280207020003,WINTHROP AVENUE SCHOOL,2016,0,0,0,0,0,0,0,143,140,0,0,0,0,0,0,0,0,6,0
280207020004,REINHARD EARLY CHILDHOOD CENTER,2016,40,40,0,0,117,143,137,1,0,0,0,0,0,0,0,0,0,0,0
280208030000,ROOSEVELT UNION FREE SCHOOL DISTRICT,2016,151,0,151,0,247,240,290,273,216,227,216,225,194,241,292,236,228,15,30
280208030002,CENTENNIAL AVENUE ELEMENTARY SCHOOL,2016,36,0,36,0,86,83,76,101,63,64,50,3,0,0,0,0,0,5,0
280208030003,ULYSSES BYAS ELEMENTARY SCHOOL,2016,36,0,36,0,70,67,104,62,66,63,68,0,0,0,0,0,0,3,0
280208030004,WASHINGTON ROSE SCHOOL,2016,54,0,54,0,91,90,110,110,87,100,98,2,0,0,0,0,0,6,0
280208030005,ROOSEVELT HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,241,292,236,228,0,21
280208030009,ROOSEVELT MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,220,193,0,0,0,0,1,9
280208860024,ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL,2016,0,0,0,0,93,76,87,85,74,70,64,53,46,0,0,0,0,0,0
280209030000,FREEPORT UNION FREE SCHOOL DISTRICT,2016,303,303,0,0,490,550,596,539,561,469,464,432,491,704,615,453,465,11,34
280209030001,ARCHER STREET SCHOOL,2016,0,0,0,0,95,141,198,130,144,0,0,0,0,0,0,0,0,0,0
280209030002,BAYVIEW AVENUE SCHOOL,2016,0,0,0,0,93,144,133,128,144,0,0,0,0,0,0,0,0,0,0
280209030003,CAROLINE G ATKINSON SCHOOL,2016,0,0,0,0,0,0,0,0,0,469,464,0,0,0,0,0,0,9,0
280209030004,COLUMBUS AVENUE SCHOOL,2016,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280209030005,LEO F GIBLYN SCHOOL,2016,0,0,0,0,72,156,167,158,141,0,0,0,0,0,0,0,0,2,0
280209030006,JOHN W DODD MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,432,491,0,0,0,0,0,4
280209030007,FREEPORT HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,704,615,453,465,0,30
280209030009,NEW VISIONS ELEMENTARY SCHOOL,2016,0,0,0,0,71,109,98,123,132,0,0,0,0,0,0,0,0,0,0
280210030000,BALDWIN UNION FREE SCHOOL DISTRICT,2016,0,0,0,0,295,269,341,291,351,365,343,416,384,365,376,447,396,35,56
280210030001,BROOKSIDE ELEMENTARY SCHOOL,2016,0,0,0,0,64,35,52,46,55,62,0,0,0,0,0,0,0,0,0
280210030004,LENOX ELEMENTARY SCHOOL,2016,0,0,0,0,41,57,63,55,57,44,0,0,0,0,0,0,0,0,0
280210030005,MEADOW ELEMENTARY SCHOOL,2016,0,0,0,0,72,71,99,79,106,127,0,0,0,0,0,0,0,33,0
280210030007,PLAZA ELEMENTARY SCHOOL,2016,0,0,0,0,53,66,81,65,76,78,0,0,0,0,0,0,0,0,0
280210030010,STEELE ELEMENTARY SCHOOL,2016,0,0,0,0,65,40,46,46,57,54,0,0,0,0,0,0,0,0,0
280210030012,BALDWIN MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,343,416,384,0,0,0,0,2,21
280210030013,BALDWIN SENIOR HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,365,376,447,396,0,35
280211030000,OCEANSIDE UNION FREE SCHOOL DISTRICT,2016,0,0,0,0,403,405,412,414,411,390,472,424,422,413,459,450,449,18,36
280211030002,SCHOOL 2,2016,0,0,0,0,0,67,69,58,80,49,69,0,0,0,0,0,0,0,0
280211030003,SCHOOL 3,2016,0,0,0,0,0,94,104,68,94,73,92,0,0,0,0,0,0,0,0
280211030004,SCHOOL 4,2016,0,0,0,0,0,46,45,53,48,44,52,0,0,0,0,0,0,7,0
280211030005,SCHOOL 5,2016,0,0,0,0,0,100,86,90,78,94,114,0,0,0,0,0,0,0,0
280211030007,SCHOOL 9E-BOARDMAN ELEM SCHOOL,2016,0,0,0,0,0,32,54,52,53,57,62,0,0,0,0,0,0,11,0
280211030008,SCHOOL 8,2016,0,0,0,0,0,66,54,93,58,73,83,0,0,0,0,0,0,0,0
280211030009,SCHOOL 9M-OCEANSIDE MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,424,421,0,0,0,0,0,12
280211030010,SCHOOL 7-OCEANSIDE SENIOR HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,412,452,431,426,0,24
280211030011,CASTLETON ACADEMY HIGH SCHOOL OF OCEANSIDE,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,19,23,0,0
280211030016,SCHOOL 6-KINDERGARTEN CENTER,2016,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280212030000,MALVERNE UNION FREE SCHOOL DISTRICT,2016,0,0,0,0,114,116,113,127,123,132,132,128,121,146,147,125,129,3,3
280212030001,DAVISON AVENUE INTERMEDIATE SCHOOL,2016,0,0,0,0,0,0,0,127,123,132,0,0,0,0,0,0,0,2,0
280212030002,MAURICE W DOWNING PRIMARY SCHOOL,2016,0,0,0,0,114,116,113,0,0,0,0,0,0,0,0,0,0,0,0
280212030005,MALVERNE SENIOR HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,146,147,125,129,0,1
280212030006,HOWARD T HERBER MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,132,128,121,0,0,0,0,1,2
280213020000,VALLEY STREAM 13 UNION FREE SCHOOL DISTRICT,2016,0,0,0,0,227,277,295,296,321,315,311,0,0,0,0,0,0,6,0
280213020001,JAMES A DEVER SCHOOL,2016,0,0,0,0,58,49,64,92,70,82,67,0,0,0,0,0,0,0,0
280213020002,HOWELL ROAD SCHOOL,2016,0,0,0,0,56,74,88,82,91,76,78,0,0,0,0,0,0,0,0
280213020003,WHEELER AVENUE SCHOOL,2016,0,0,0,0,0,107,94,82,112,93,108,0,0,0,0,0,0,0,0
280213020004,WILLOW ROAD SCHOOL,2016,0,0,0,0,113,47,49,40,48,64,58,0,0,0,0,0,0,6,0
280214030000,HEWLETT-WOODMERE UNION FREE SCHOOL DISTRICT,2016,143,143,0,0,177,193,184,202,187,219,216,243,244,257,268,259,269,3,17
280214030001,FRANKLIN EARLY CHILDHOOD CENTER,2016,131,131,0,0,177,193,1,0,0,0,0,0,0,0,0,0,0,0,0
280214030002,HEWLETT ELEMENTARY SCHOOL,2016,0,0,0,0,0,0,91,122,104,104,0,0,0,0,0,0,0,3,0
280214030003,OGDEN ELEMENTARY SCHOOL,2016,0,0,0,0,0,0,92,80,83,115,0,0,0,0,0,0,0,0,0
280214030006,WOODMERE MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,216,243,244,0,0,0,0,0,6
280214030007,GEORGE W HEWLETT HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,257,268,259,269,0,11
280215030000,LAWRENCE UNION FREE SCHOOL DISTRICT,2016,145,0,145,0,166,213,186,187,185,191,190,188,188,223,250,216,217,16,29
280215030002,2 SCHOOL,2016,0,0,0,0,0,207,186,0,0,0,0,0,0,0,0,0,0,0,0
280215030004,4 SCHOOL,2016,0,0,0,0,166,6,0,0,0,0,0,0,0,0,0,0,0,0,0
280215030005,5 SCHOOL,2016,0,0,0,0,0,0,0,187,185,189,0,0,0,0,0,0,0,8,0
280215030007,LAWRENCE SENIOR HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,223,250,216,217,0,24
280215030008,LAWRENCE MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,2,190,188,188,0,0,0,0,8,5
280216020000,ELMONT UNION FREE SCHOOL DISTRICT,2016,217,203,14,0,462,478,512,530,541,511,513,0,0,0,0,0,0,54,0
280216020001,ALDEN TERRACE SCHOOL,2016,20,20,0,0,66,55,72,49,52,48,67,0,0,0,0,0,0,24,0
280216020002,CLARA H CARLSON SCHOOL,2016,39,39,0,0,116,105,113,137,115,106,133,0,0,0,0,0,0,17,0
280216020003,COVERT AVENUE SCHOOL,2016,40,40,0,0,91,97,102,117,104,107,86,0,0,0,0,0,0,0,0
280216020004,DUTCH BROADWAY SCHOOL,2016,36,36,0,0,75,96,101,109,128,125,108,0,0,0,0,0,0,0,0
280216020006,GOTHAM AVENUE SCHOOL,2016,31,31,0,0,78,73,78,70,93,84,76,0,0,0,0,0,0,1,0
280216020007,STEWART MANOR SCHOOL,2016,37,37,0,0,36,52,46,48,49,41,43,0,0,0,0,0,0,12,0
280217020000,FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT,2016,158,158,0,0,266,254,251,289,234,276,275,0,0,0,0,0,0,12,0
280217020001,JOHN STREET SCHOOL,2016,41,41,0,0,70,61,69,69,49,57,73,0,0,0,0,0,0,12,0
280217020003,POLK STREET SCHOOL,2016,54,54,0,0,88,75,78,108,86,105,91,0,0,0,0,0,0,0,0
280217020004,WASHINGTON STREET SCHOOL,2016,63,63,0,0,108,118,104,112,99,114,111,0,0,0,0,0,0,0,0
280218030000,GARDEN CITY UNION FREE SCHOOL DISTRICT,2016,0,0,0,0,275,259,258,297,291,297,331,353,312,265,280,289,315,9,17
280218030001,HEMLOCK SCHOOL,2016,0,0,0,0,82,103,0,0,0,0,0,0,0,0,0,0,0,0,0
280218030002,HOMESTEAD SCHOOL,2016,0,0,0,0,104,102,0,0,0,0,0,0,0,0,0,0,0,0,0
280218030003,LOCUST SCHOOL,2016,0,0,0,0,89,54,0,0,0,0,0,0,0,0,0,0,0,1,0
280218030004,STRATFORD AVENUE SCHOOL,2016,0,0,0,0,0,0,130,148,140,153,0,0,0,0,0,0,0,4,0
280218030005,STEWART SCHOOL,2016,0,0,0,0,0,0,128,149,151,144,0,0,0,0,0,0,0,2,0
280218030006,GARDEN CITY MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,331,353,312,0,0,0,0,2,3
280218030007,GARDEN CITY HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,265,280,289,315,0,14
280219030000,EAST ROCKAWAY UNION FREE SCHOOL DISTRICT,2016,0,0,0,0,86,85,89,99,95,92,98,83,84,99,80,77,99,6,0
280219030001,RHAME AVENUE ELEMENTARY SCHOOL,2016,0,0,0,0,49,35,46,46,47,41,48,0,0,0,0,0,0,2,0
280219030002,EAST ROCKAWAY JUNIOR-SENIOR HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,83,84,99,80,77,99,4,0
280219030004,CENTRE AVENUE ELEMENTARY SCHOOL,2016,0,0,0,0,37,50,43,53,48,51,50,0,0,0,0,0,0,0,0
280220030000,LYNBROOK UNION FREE SCHOOL DISTRICT,2016,0,0,0,0,191,187,197,216,190,209,228,236,196,231,225,212,239,3,8
280220030001,KINDERGARTEN CENTER,2016,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280220030002,MARION STREET SCHOOL,2016,0,0,0,0,0,89,79,89,73,82,0,0,0,0,0,0,0,3,0
280220030003,WAVERLY PARK SCHOOL,2016,0,0,0,0,0,28,36,54,37,46,0,0,0,0,0,0,0,0,0
280220030004,WEST END SCHOOL,2016,0,0,0,0,0,70,82,73,80,81,0,0,0,0,0,0,0,0,0
280220030005,LYNBROOK NORTH MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,93,95,72,0,0,0,0,0,0
280220030006,LYNBROOK SOUTH MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,135,141,124,0,0,0,0,0,0
280220030007,LYNBROOK SENIOR HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,231,225,212,239,0,8
280221030000,ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT,2016,0,0,0,0,256,256,279,241,309,259,284,253,304,256,276,247,258,16,39
280221030001,SOUTH SIDE HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,256,276,247,258,0,27
280221030002,SOUTH SIDE MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,284,253,304,0,0,0,0,9,12
280221030003,WATSON SCHOOL,2016,0,0,0,0,64,40,62,39,53,50,0,0,0,0,0,0,0,0,0
280221030004,RIVERSIDE SCHOOL,2016,0,0,0,0,27,25,35,19,38,31,0,0,0,0,0,0,0,0,0
280221030005,HEWITT SCHOOL,2016,0,0,0,0,68,69,77,81,87,66,0,0,0,0,0,0,0,0,0
280221030006,WILLIAM S COVERT SCHOOL,2016,0,0,0,0,40,55,44,38,56,54,0,0,0,0,0,0,0,7,0
280221030008,WILSON SCHOOL,2016,0,0,0,0,57,67,61,64,75,58,0,0,0,0,0,0,0,0,0
280222020000,FLORAL PARK-BELLEROSE UNION FREE SCHOOL DISTRICT,2016,0,0,0,0,183,196,192,203,208,229,241,0,0,0,0,0,0,6,0
280222020001,FLORAL PARK-BELLEROSE SCHOOL,2016,0,0,0,0,109,123,123,114,116,131,137,0,0,0,0,0,0,0,0
280222020002,JOHN LEWIS CHILDS SCHOOL,2016,0,0,0,0,74,73,69,89,92,98,104,0,0,0,0,0,0,6,0
280223030000,WANTAGH UNION FREE SCHOOL DISTRICT,2016,0,0,0,0,198,213,191,215,223,221,224,238,249,237,254,279,267,2,1
280223030001,FOREST LAKE SCHOOL,2016,0,0,0,0,63,63,53,57,68,48,0,0,0,0,0,0,0,2,0
280223030002,MANDALAY SCHOOL,2016,0,0,0,0,40,35,48,51,41,45,0,0,0,0,0,0,0,0,0
280223030004,WANTAGH SCHOOL,2016,0,0,0,0,95,115,90,107,114,128,0,0,0,0,0,0,0,0,0
280223030005,WANTAGH SENIOR HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,237,254,279,267,0,1
280223030006,WANTAGH MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,224,238,249,0,0,0,0,0,0
280224020000,VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT,2016,0,0,0,0,140,175,140,154,167,155,168,0,0,0,0,0,0,1,0
280224020001,BROOKLYN AVENUE SCHOOL,2016,0,0,0,0,35,67,43,49,54,54,41,0,0,0,0,0,0,0,0
280224020003,ROBERT W CARBONARO SCHOOL,2016,0,0,0,0,66,62,55,53,58,45,69,0,0,0,0,0,0,0,0
280224020004,WILLIAM L BUCK SCHOOL,2016,0,0,0,0,39,46,42,52,55,56,58,0,0,0,0,0,0,1,0
280225020000,MERRICK UNION FREE SCHOOL DISTRICT,2016,0,0,0,0,202,202,206,206,197,236,210,0,0,0,0,0,0,9,2
280225020001,BIRCH SCHOOL,2016,0,0,0,0,78,68,77,69,63,86,85,0,0,0,0,0,0,6,0
280225020002,NORMAN J LEVY LAKESIDE SCHOOL,2016,0,0,0,0,76,71,77,65,76,81,74,0,0,0,0,0,0,3,2
280225020003,CHATTERTON SCHOOL,2016,0,0,0,0,48,63,52,72,58,69,51,0,0,0,0,0,0,0,0
280226030000,ISLAND TREES UNION FREE SCHOOL DISTRICT,2016,0,0,0,0,139,131,159,152,154,190,168,195,206,157,195,179,200,4,2
280226030002,ISLAND TREES MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,190,168,195,206,0,0,0,0,1,0
280226030003,MICHAEL F STOKES SCHOOL,2016,0,0,0,0,0,0,159,152,154,0,0,0,0,0,0,0,0,3,0
280226030004,J FRED SPARKE SCHOOL,2016,0,0,0,0,139,131,0,0,0,0,0,0,0,0,0,0,0,0,0
280226030006,ISLAND TREES HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,157,195,179,200,0,2
280227030000,WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT,2016,0,0,0,0,107,130,153,128,135,133,160,160,156,167,200,198,200,6,0
280227030002,CORNWELL AVENUE SCHOOL,2016,0,0,0,0,0,67,55,64,62,62,0,0,0,0,0,0,0,0,0
280227030003,CHESTNUT STREET SCHOOL,2016,0,0,0,0,107,9,0,0,0,0,0,0,0,0,0,0,0,2,0
280227030004,WEST HEMPSTEAD MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,160,160,156,0,0,0,0,0,0
280227030005,WEST HEMPSTEAD HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,167,200,198,200,0,0
280227030006,GEORGE WASHINGTON SCHOOL,2016,0,0,0,0,0,54,98,64,73,71,0,0,0,0,0,0,0,4,0
280229020000,NORTH MERRICK UNION FREE SCHOOL DISTRICT,2016,0,0,0,0,172,154,162,167,190,176,167,0,0,0,0,0,0,0,0
280229020001,CAMP AVENUE SCHOOL,2016,0,0,0,0,78,64,61,63,73,66,78,0,0,0,0,0,0,0,0
280229020002,HAROLD D FAYETTE SCHOOL,2016,0,0,0,0,33,32,40,34,49,38,33,0,0,0,0,0,0,0,0
280229020003,OLD MILL ROAD SCHOOL,2016,0,0,0,0,61,58,61,70,68,72,56,0,0,0,0,0,0,0,0
280230020000,VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT,2016,0,0,0,0,174,213,220,217,249,215,240,0,0,0,0,0,0,9,0
280230020001,CLEARSTREAM AVENUE SCHOOL,2016,0,0,0,0,49,58,48,49,68,60,66,0,0,0,0,0,0,0,0
280230020002,FOREST ROAD SCHOOL,2016,0,0,0,0,44,42,53,55,46,48,62,0,0,0,0,0,0,9,0
280230020003,SHAW AVENUE SCHOOL,2016,0,0,0,0,81,113,119,113,135,107,112,0,0,0,0,0,0,0,0
280231020000,ISLAND PARK UNION FREE SCHOOL DISTRICT,2016,59,0,59,0,84,72,79,96,77,70,70,65,85,0,0,0,0,6,0
280231020001,ISLAND PARK LINCOLN ORENS MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,70,70,65,85,0,0,0,0,0,0
280231020003,FRANCIS X HEGARTY ELEMENTARY SCHOOL,2016,59,0,59,0,84,72,79,96,77,0,0,0,0,0,0,0,0,6,0
280251070000,VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT,2016,0,0,0,0,0,0,0,0,0,0,0,669,693,732,791,767,758,0,37
280251070001,VALLEY STREAM MEMORIAL JUNIOR HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,247,290,292,0,0,0,0,0
280251070002,VALLEY STREAM NORTH HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,220,206,224,231,224,203,0,0
280251070003,VALLEY STREAM SOUTH HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,202,197,216,215,191,206,0,37
280251070004,VALLEY STREAM CENTRAL HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,352,349,0,0
280252070000,SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT,2016,0,0,0,0,0,0,0,0,0,0,0,1310,1306,1328,1343,1315,1398,0,126
280252070002,ELMONT MEMORIAL HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,271,260,279,284,288,319,0,13
280252070003,FLORAL PARK MEMORIAL HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,241,244,242,228,212,241,0,14
280252070004,H FRANK CAREY HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,276,274,286,271,273,283,0,11
280252070005,NEW HYDE PARK MEMORIAL HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,257,272,248,294,257,280,0,85
280252070006,SEWANHAKA HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,265,256,273,266,285,275,0,3
280253070000,BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT,2016,0,0,0,0,0,0,0,0,0,0,0,893,887,849,911,919,927,0,41
280253070002,GRAND AVENUE MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,469,462,0,0,0,0,0,1
280253070004,MERRICK AVENUE MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,424,425,0,0,0,0,0,3
280253070005,SANFORD H CALHOUN HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,308,320,313,325,0,11
280253070006,WELLINGTON C MEPHAM HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,301,297,301,324,0,18
280253070007,JOHN F KENNEDY HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,240,294,305,278,0,8
280300010000,LONG BEACH CITY SCHOOL DISTRICT,2016,214,214,0,0,255,262,264,253,273,248,228,274,248,327,322,337,329,20,33
280300010002,EAST ELEMENTARY SCHOOL,2016,0,0,0,0,63,62,66,63,64,58,0,0,0,0,0,0,0,3,0
280300010003,LIDO ELEMENTARY SCHOOL,2016,204,204,0,0,64,67,63,60,65,62,0,0,0,0,0,0,0,6,0
280300010004,WEST ELEMENTARY SCHOOL,2016,0,0,0,0,64,67,68,64,67,59,0,0,0,0,0,0,0,6,0
280300010005,LINDELL BOULEVARD SCHOOL,2016,0,0,0,0,64,66,67,66,77,69,0,0,0,0,0,0,0,0,0
280300010006,LONG BEACH MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,228,274,248,0,0,0,0,5,0
280300010008,LONG BEACH SENIOR HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,327,322,337,329,0,33
280401030000,WESTBURY UNION FREE SCHOOL DISTRICT,2016,284,226,58,0,383,428,426,423,418,348,357,340,355,373,381,347,355,0,0
280401030001,PARK AVENUE SCHOOL,2016,0,0,0,0,0,188,206,179,153,160,0,0,0,0,0,0,0,0,0
280401030002,DREXEL AVENUE SCHOOL,2016,0,0,0,0,0,121,109,127,120,102,0,0,0,0,0,0,0,0,0
280401030003,DRYDEN STREET SCHOOL,2016,0,0,0,0,383,9,4,0,0,0,0,0,0,0,0,0,0,0,0
280401030005,POWELLS LANE SCHOOL,2016,0,0,0,0,0,110,107,117,145,86,0,0,0,0,0,0,0,0,0
280401030006,WESTBURY MIDDLE SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,357,340,355,0,0,0,0,0,0
280401030007,WESTBURY HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,373,381,347,355,0,0
280402030000,EAST WILLISTON UNION FREE SCHOOL DISTRICT,2016,0,0,0,0,107,98,117,125,127,119,149,147,152,138,145,135,145,0,7
280402030001,NORTH SIDE SCHOOL,2016,0,0,0,0,107,98,117,125,127,0,0,0,0,0,0,0,0,0,0
280402030002,WILLETS ROAD SCHOOL,2016,0,0,0,0,0,0,0,0,0,119,149,147,0,0,0,0,0,0,0
280402030003,WHEATLEY SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,152,138,145,135,145,0,7
280403030000,ROSLYN UNION FREE SCHOOL DISTRICT,2016,18,18,0,0,198,223,219,198,245,252,255,232,280,265,252,271,231,4,13
280403030004,EAST HILLS ELEMENTARY SCHOOL,2016,0,0,0,0,0,0,125,101,133,147,0,0,0,0,0,0,0,3,0
280403030006,ROSLYN HEIGHTS ELEMENTARY SCHOOL,2016,18,18,0,0,198,138,1,0,0,0,0,0,0,0,0,0,0,1,0
280403030007,HARBOR HILL SCHOOL,2016,0,0,0,0,0,85,93,97,112,105,0,0,0,0,0,0,0,0,0
280403030008,ROSLYN HIGH SCHOOL,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,265,252,271,231,0,12
