ENTITY_CD,ENTITY_NAME,YEAR,NUM_FREE_LUNCH,PER_FREE_LUNCH,NUM_REDUCED_LUNCH,PER_REDUCED_LUNCH,NUM_LEP,PER_LEP,NUM_AM_IND,PER_AM_IND,NUM_BLACK,PER_BLACK,NUM_HISP,PER_HISP,NUM_ASIAN,PER_ASIAN,NUM_WHITE,PER_WHITE,NUM_Multi,PER_Multi,NUM_SWD,PER_SWD,NUM_FEMALE,PER_FEMALE,NUM_MALE,PER_MALE,NUM_ECDIS,PER_ECDIS
140600010003,D'YOUVILLE-PORTER CAMPUS,2015,567,86,15,2,212,32,2,0,125,19,455,69,25,4,38,6,15,2,109,17,337,51,323,49,582,88
140600010006,BUFFALO ELEMENTARY SCHOOL OF TECHNOLOGY,2015,518,88,4,1,220,37,1,0,326,55,38,6,153,26,62,10,11,2,106,18,284,48,307,52,522,88
140600010017,PS 17,2015,309,82,6,2,12,3,3,1,230,61,74,20,5,1,47,12,20,5,116,31,178,47,201,53,315,83
140600010018,DR ANTONIA PANTOJA COMMUNITY SCHOOL OF ACADEMIC EXCELLENCE AT #18,2015,464,93,9,2,189,38,2,0,205,41,114,23,128,26,41,8,8,2,105,21,227,46,271,54,473,95
140600010019,NATIVE AMERICAN MAGNET,2015,489,88,7,1,205,37,69,12,219,39,70,13,141,25,48,9,10,2,90,16,264,47,293,53,496,89
140600010027,PS 27 HILLERY PARK ACADEMY,2015,489,79,20,3,4,1,18,3,222,36,63,10,10,2,272,44,32,5,163,26,317,51,300,49,509,82
140600010031,HARRIET ROSS TUBMAN ACADEMY,2015,361,86,3,1,21,5,2,0,329,78,23,5,16,4,38,9,14,3,109,26,212,50,210,50,364,86
140600010032,BUILD ACADEMY,2015,409,88,5,1,2,0,1,0,420,90,20,4,0,0,10,2,15,3,99,21,250,54,216,46,414,89
140600010033,BILINGUAL CENTER,2015,443,89,5,1,230,46,3,1,30,6,360,73,8,2,82,17,13,3,124,25,259,52,237,48,448,90
140600010037,MARVA J DANIEL FUTURES PREPARATORY SCHOOL,2015,430,88,1,0,2,0,5,1,393,81,39,8,6,1,25,5,19,4,130,27,237,49,250,51,431,89
140600010039,"DR MARTIN LUTHER KING, JR MULTICULTURAL INSTITUTE",2015,379,92,3,1,4,1,4,1,365,89,27,7,2,0,8,2,6,1,104,25,210,51,202,49,382,93
140600010042,PS 42 OCCUPATIONAL TRAINING CENTER,2015,54,72,5,7,14,19,1,1,40,53,11,15,5,7,18,24,0,0,75,100,31,41,44,59,59,79
140600010043,LOVEJOY DISCOVERY SCHOOL #43,2015,532,84,14,2,2,0,1,0,152,24,95,15,10,2,325,51,52,8,147,23,312,49,323,51,546,86
140600010045,INTERNATIONAL SCHOOL,2015,705,92,5,1,447,59,4,1,226,30,52,7,348,46,107,14,27,4,113,15,349,46,415,54,710,93
140600010053,COMMUNITY SCHOOL #53 AT #4,2015,332,83,4,1,0,0,0,0,342,85,27,7,4,1,14,3,14,3,84,21,198,49,203,51,336,84
140600010054,DR GEORGE BLACKMAN ECC,2015,334,81,21,5,3,1,4,1,308,75,32,8,4,1,42,10,20,5,119,29,189,46,221,54,355,87
140600010056,FREDERICK OLMSTED #156,2015,343,47,35,5,15,2,7,1,330,45,92,13,43,6,245,33,16,2,141,19,363,50,370,50,378,52
140600010059,PS 59 DR CHARLES DREW SCIENCE MAGNET,2015,648,89,20,3,56,8,3,0,537,74,57,8,42,6,61,8,27,4,192,26,344,47,383,53,668,92
140600010061,PS 61 AT 171,2015,225,90,5,2,0,0,0,0,211,85,20,8,1,0,12,5,5,2,63,25,110,44,139,56,230,92
140600010064,PS 64 FREDERICK LAW OLMSTED,2015,201,36,16,3,20,4,1,0,155,27,107,19,9,2,256,45,36,6,77,14,290,51,274,49,217,38
140600010065,PS 65 ROOSEVELT ACADEMY ECC,2015,283,84,17,5,5,1,11,3,108,32,78,23,7,2,109,32,23,7,72,21,150,45,186,55,300,89
140600010066,PS 66 NORTH PARK ACADEMY,2015,227,80,15,5,2,1,1,0,207,73,32,11,2,1,38,13,5,2,58,20,141,49,144,51,242,85
140600010069,PS 69 HOUGHTON ACADEMY,2015,413,84,5,1,0,0,2,0,180,37,57,12,1,0,212,43,41,8,118,24,241,49,252,51,418,85
140600010072,LORRAINE ELEMENTARY SCHOOL,2015,540,76,34,5,3,0,5,1,235,33,97,14,10,1,331,47,33,5,186,26,361,51,350,49,574,81
140600010074,PS 74 HAMLIN PARK ELEMENTARY SCHOOL,2015,394,84,3,1,3,1,0,0,406,86,37,8,0,0,19,4,9,2,120,25,239,51,232,49,397,84
140600010076,HERMAN BADILLO COMMUNITY SCHOOL,2015,636,87,11,2,379,52,1,0,74,10,600,82,15,2,27,4,11,2,169,23,391,54,337,46,647,89
140600010080,HIGHGATE HEIGHTS,2015,382,86,18,4,3,1,2,0,388,87,20,4,6,1,12,3,18,4,100,22,233,52,213,48,402,90
140600010081,PS 81,2015,520,72,41,6,14,2,27,4,307,43,115,16,22,3,200,28,47,7,150,21,345,48,373,52,561,78
140600010082,PS 82,2015,351,84,4,1,4,1,1,0,343,82,30,7,4,1,20,5,20,5,122,29,195,47,223,53,355,85
140600010084,PS 84,2015,122,70,0,0,30,17,0,0,63,36,31,18,13,7,61,35,6,3,173,99,73,42,101,58,122,70
140600010093,SOUTHSIDE ELEMENTARY SCHOOL,2015,858,80,47,4,86,8,13,1,231,22,147,14,65,6,559,52,57,5,299,28,533,50,539,50,905,84
140600010094,DR LYDIA T WRIGHT SCH OF EXCELLENCE,2015,602,83,21,3,3,0,0,0,640,88,41,6,3,0,17,2,25,3,163,22,378,52,348,48,626,86
140600010097,BUFFALO ACADEMY FOR THE VISUAL & PERFORMING ARTS,2015,449,60,36,5,5,1,5,1,477,64,108,14,5,1,147,20,7,1,119,16,522,70,227,30,485,65
140600010098,MCKINLEY VOCATIONAL HIGH SCHOOL,2015,757,77,9,1,68,7,18,2,581,59,186,19,65,7,130,13,7,1,183,19,441,45,546,55,766,78
140600010099,BENNETT HIGH SCHOOL,2015,321,77,4,1,16,4,5,1,351,84,25,6,12,3,16,4,7,2,93,22,220,53,196,47,325,78
140600010101,BURGARD VOCATIONAL HIGH SCHOOL,2015,387,73,6,1,37,7,2,0,419,79,42,8,33,6,31,6,4,1,126,24,190,36,341,64,394,74
140600010102,CITY HONORS SCHOOL AT FOSDICK MASTEN PARK,2015,265,26,55,5,0,0,6,1,191,19,71,7,67,7,633,63,33,3,101,10,537,54,464,46,320,32
140600010104,EMERSON SCHOOL OF HOSPITALITY,2015,333,74,11,2,8,2,3,1,264,59,83,18,4,1,84,19,12,3,119,26,277,62,173,38,344,76
140600010105,HUTCHINSON CENTRAL TECHNICAL HIGH SCHOOL,2015,708,64,84,8,11,1,15,1,467,42,182,16,89,8,344,31,11,1,87,8,519,47,589,53,792,71
140600010107,LAFAYETTE HIGH SCHOOL,2015,572,83,4,1,481,69,6,1,163,24,215,31,234,34,69,10,6,1,142,20,337,49,356,51,576,83
140600010108,RIVERSIDE INSTITUTE OF TECHNOLOGY,2015,565,75,2,0,230,31,10,1,282,37,223,30,141,19,89,12,9,1,124,16,341,45,413,55,567,75
140600010110,SOUTH PARK HIGH SCHOOL,2015,584,67,13,2,60,7,6,1,240,28,146,17,25,3,431,50,18,2,211,24,398,46,468,54,598,69
140600010118,WEST HERTEL ELEMENTARY SCHOOL,2015,733,90,15,2,291,36,3,0,286,35,175,22,199,24,117,14,33,4,151,19,371,46,442,54,748,92
140600010119,WATERFRONT SCHOOL,2015,703,87,16,2,237,29,10,1,312,39,175,22,161,20,125,15,26,3,157,19,414,51,395,49,720,89
140600010122,BENNETT PARK MONTESSORI SCHOOL,2015,479,72,25,4,4,1,9,1,442,66,46,7,9,1,129,19,30,5,167,25,316,48,349,52,504,76
140600010126,STANLEY MAKOWSKI EARLY CHILDHOOD CENTER,2015,594,90,17,3,88,13,4,1,478,73,56,8,71,11,33,5,17,3,163,25,302,46,357,54,611,93
140600010128,LEONARDO DA VINCI HIGH SCHOOL,2015,231,55,14,3,8,2,2,0,172,41,59,14,22,5,158,38,4,1,51,12,288,69,129,31,245,59
140600010129,GRABIARZ-CAMPUS SCHOOL #79,2015,424,85,9,2,23,5,8,2,197,40,126,25,17,3,113,23,37,7,135,27,258,52,240,48,433,87
140600010130,FRANK A SEDITA SCHOOL #30,2015,682,89,7,1,334,44,3,0,141,18,547,72,34,4,26,3,14,2,154,20,372,49,393,51,689,90
140600010132,MATH SCIENCE TECHNOLOGY PREPARATORY SCHOOL AT SENECA (THE),2015,452,76,10,2,35,6,3,1,497,84,29,5,37,6,25,4,2,0,139,23,286,48,307,52,462,78
140600010133,ALTERNATIVE HIGH SCHOOL AT 44,2015,164,62,1,0,91,35,2,1,164,62,28,11,39,15,30,11,0,0,42,16,118,45,145,55,165,63
140600010135,MIDDLE EARLY COLLEGE HIGH SCHOOL,2015,205,72,14,5,2,1,0,0,220,77,31,11,1,0,34,12,0,0,36,13,157,55,129,45,219,77
140600010197,HARVEY AUSTIN SCHOOL #97,2015,505,88,8,1,2,0,0,0,508,88,25,4,3,1,23,4,16,3,125,22,271,47,304,53,513,89
140600010307,EAST HIGH SCHOOL,2015,269,75,6,2,18,5,0,0,310,86,24,7,18,5,4,1,5,1,84,23,182,50,179,50,275,76
140600010308,INTERNATIONAL PREPARATORY SCHOOL AT GROVER CLEVELAND AT #187,2015,515,82,9,1,207,33,7,1,315,50,111,18,143,23,45,7,4,1,121,19,298,48,327,52,524,84
140600860814,KING CENTER CHARTER SCHOOL,2015,354,96,7,2,10,3,0,0,336,92,2,1,16,4,4,1,9,2,47,13,204,56,163,44,359,98
140600860817,SOUTH BUFFALO CHARTER SCHOOL,2015,63,8,12,1,8,1,8,1,205,25,170,21,3,0,418,52,0,0,110,14,416,52,388,48,444,55
140600860838,TAPESTRY CHARTER SCHOOL,2015,370,47,124,16,16,2,0,0,405,51,82,10,10,1,262,33,36,5,110,14,405,51,390,49,514,65
140600860851,BUFFALO UNITED CHARTER SCHOOL,2015,613,85,41,6,2,0,2,0,660,92,45,6,2,0,8,1,0,0,70,10,351,49,366,51,666,93
140600860856,ENTERPRISE CHARTER SCHOOL,2015,363,90,30,7,32,8,2,0,221,55,145,36,5,1,13,3,17,4,75,19,226,56,177,44,385,96
140600860861,BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL,2015,275,70,75,19,28,7,0,0,288,73,18,5,36,9,51,13,0,0,50,13,208,53,185,47,303,77
140600860863,WESTERN NEW YORK MARITIME CHARTER SCHOOL,2015,212,65,47,15,15,5,2,1,149,46,63,19,1,0,81,25,28,9,53,16,125,39,199,61,268,83
140600860868,ORACLE CHARTER SCHOOL,2015,88,23,5,1,18,5,3,1,293,78,33,9,14,4,26,7,7,2,51,14,209,56,167,44,356,95
140600860874,WESTMINSTER COMMUNITY CHARTER SCHOOL,2015,422,77,67,12,0,0,0,0,504,92,15,3,6,1,7,1,13,2,72,13,270,50,275,50,489,90
140600860896,ELMWOOD VILLAGE CHARTER SCHOOL,2015,99,28,67,19,7,2,4,1,75,21,62,18,5,1,168,48,36,10,43,12,174,50,176,50,171,49
140600860911,ALOMA D JOHNSON CHARTER SCHOOL,2015,292,99,4,1,7,2,0,0,261,88,25,8,2,1,0,0,8,3,30,10,140,47,156,53,285,96
140600860961,HEALTH SCIENCES CHARTER SCHOOL,2015,355,77,32,7,4,1,0,0,412,90,19,4,0,0,19,4,9,2,53,12,290,63,169,37,403,88
140600860986,WEST BUFFALO CHARTER SCHOOL,2015,235,82,17,6,70,25,2,1,81,28,59,21,61,21,59,21,23,8,51,18,132,46,153,54,250,88
140701060000,CHEEKTOWAGA CENTRAL SCHOOL DISTRICT,2015,1084,52,233,11,42,2,10,0,691,33,113,5,105,5,1073,52,90,4,355,17,997,48,1085,52,1431,69
140701060004,UNION EAST ELEMENTARY SCHOOL,2015,373,53,68,10,24,3,2,0,233,33,58,8,32,5,330,47,51,7,113,16,347,49,359,51,498,71
140701060006,CHEEKTOWAGA HIGH SCHOOL,2015,311,47,73,11,7,1,2,0,215,33,25,4,30,5,367,56,16,2,87,13,308,47,347,53,413,63
140701060007,CHEEKTOWAGA MIDDLE SCHOOL,2015,327,53,82,13,10,2,5,1,206,34,25,4,43,7,314,51,19,3,98,16,311,51,301,49,436,71
140701060008,PINE HILL EDUCATION CENTER,2015,73,67,10,9,1,1,1,1,37,34,5,5,0,0,62,57,4,4,57,52,31,28,78,72,84,77
140702030000,CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT,2015,785,37,207,10,72,3,10,0,203,10,83,4,68,3,1654,79,80,4,297,14,1050,50,1048,50,1067,51
140702030003,MARYVALE PRIMARY SCHOOL,2015,201,42,44,9,27,6,0,0,50,10,32,7,15,3,355,74,28,6,71,15,242,50,238,50,265,55
140702030004,MARYVALE INTERMEDIATE SCHOOL,2015,190,42,46,10,21,5,5,1,41,9,20,4,14,3,352,78,20,4,72,16,219,48,233,52,253,56
140702030005,MARYVALE MIDDLE SCHOOL,2015,188,38,48,10,12,2,1,0,52,11,18,4,22,4,384,78,17,3,75,15,258,52,236,48,249,50
140702030006,MARYVALE HIGH SCHOOL,2015,206,31,69,10,12,2,4,1,60,9,13,2,17,3,563,84,15,2,79,12,331,49,341,51,300,45
140703020000,CLEVELAND HILL UNION FREE SCHOOL DISTRICT,2015,539,43,163,13,6,0,5,0,390,31,90,7,17,1,687,54,76,6,169,13,635,50,630,50,742,59
140703020002,CLEVELAND HILL ELEMENTARY SCHOOL,2015,273,49,64,11,6,1,2,0,160,29,50,9,9,2,300,54,38,7,64,11,285,51,274,49,355,64
140703020003,CLEVELAND HILL HIGH SCHOOL,2015,135,35,50,13,0,0,0,0,131,34,20,5,5,1,214,56,13,3,57,15,189,49,194,51,196,51
140703020004,CLEVELAND HILL MIDDLE SCHOOL,2015,131,41,49,15,0,0,3,1,99,31,20,6,3,1,173,54,25,8,48,15,161,50,162,50,191,59
140707030000,DEPEW UNION FREE SCHOOL DISTRICT,2015,539,30,213,12,22,1,2,0,41,2,61,3,39,2,1608,90,38,2,241,13,885,49,904,51,791,44
140707030003,DEPEW HIGH SCHOOL,2015,135,23,65,11,4,1,0,0,20,3,11,2,9,2,538,92,5,1,73,13,292,50,291,50,214,37
140707030004,DEPEW MIDDLE SCHOOL,2015,127,30,55,13,6,1,2,0,10,2,20,5,16,4,375,87,7,2,58,13,203,47,227,53,193,45
140707030005,CAYUGA HEIGHTS ELEMENTARY SCHOOL,2015,277,36,93,12,12,2,0,0,11,1,30,4,14,2,695,90,26,3,110,14,390,50,386,50,384,49
140709030000,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,2015,594,43,160,12,8,1,8,1,65,5,48,3,10,1,1223,89,26,2,215,16,659,48,721,52,865,63
140709030001,THEODORE ROOSEVELT SCHOOL,2015,160,51,25,8,5,2,2,1,17,5,12,4,4,1,268,86,9,3,37,12,137,44,175,56,199,64
140709030002,WOODROW WILSON ELEMENTARY SCHOOL,2015,138,48,29,10,3,1,2,1,17,6,11,4,3,1,252,88,3,1,56,19,138,48,150,52,183,64
140709030003,JOHN F KENNEDY MIDDLE SCHOOL,2015,130,42,34,11,0,0,1,0,10,3,10,3,1,0,284,91,6,2,47,15,160,51,152,49,196,63
140709030004,JOHN F KENNEDY SENIOR HIGH SCHOOL,2015,166,35,72,15,0,0,3,1,21,4,15,3,2,0,419,90,8,2,75,16,224,48,244,52,287,61
140801060000,CLARENCE CENTRAL SCHOOL DISTRICT,2015,328,7,67,1,21,0,14,0,49,1,98,2,179,4,4155,91,86,2,567,12,2302,50,2279,50,516,11
140801060002,HARRIS HILL ELEMENTARY SCHOOL,2015,56,11,13,3,0,0,0,0,9,2,18,4,9,2,434,89,17,3,74,15,233,48,254,52,89,18
140801060003,LEDGEVIEW ELEMENTARY SCHOOL,2015,30,6,4,1,0,0,0,0,5,1,10,2,28,6,419,89,11,2,34,7,229,48,244,52,46,10
140801060005,SHERIDAN HILL ELEMENTARY SCHOOL,2015,37,7,1,0,14,3,0,0,6,1,18,3,46,8,460,85,13,2,61,11,261,48,282,52,41,8
140801060006,CLARENCE SENIOR HIGH SCHOOL,2015,89,6,27,2,3,0,5,0,17,1,24,2,41,3,1421,93,13,1,193,13,780,51,741,49,164,11
140801060007,CLARENCE CENTER ELEMENTARY SCHOOL,2015,34,9,4,1,0,0,4,1,0,0,5,1,8,2,366,92,13,3,43,11,216,55,180,45,46,12
140801060008,CLARENCE MIDDLE SCHOOL,2015,82,7,18,2,4,0,5,0,12,1,23,2,47,4,1055,91,19,2,162,14,583,50,578,50,130,11
141101060000,SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT,2015,472,27,122,7,0,0,18,1,6,0,40,2,12,1,1671,94,30,2,180,10,875,49,902,51,641,36
141101060001,GRIFFITH INSTITUTE HIGH SCHOOL,2015,128,21,36,6,0,0,9,1,3,0,14,2,6,1,557,93,12,2,59,10,314,52,287,48,177,29
141101060002,COLDEN ELEMENTARY SCHOOL,2015,37,19,13,7,0,0,2,1,0,0,1,1,0,0,192,98,0,0,16,8,90,46,105,54,53,27
141101060003,SPRINGVILLE ELEMENTARY SCHOOL,2015,199,36,36,7,0,0,3,1,1,0,11,2,3,1,521,95,9,2,54,10,267,49,281,51,253,46
141101060004,GRIFFITH INSTITUTE MIDDLE SCHOOL,2015,108,25,37,9,0,0,4,1,2,0,14,3,3,1,401,93,9,2,51,12,204,47,229,53,158,36
141201060000,EDEN CENTRAL SCHOOL DISTRICT,2015,239,17,79,6,4,0,5,0,10,1,24,2,9,1,1376,96,10,1,218,15,678,47,756,53,349,24
141201060001,EDEN JUNIOR-SENIOR HIGH SCHOOL,2015,121,16,43,6,2,0,2,0,5,1,12,2,5,1,723,97,0,0,105,14,339,45,408,55,179,24
141201060002,G L PRIESS PRIMARY SCHOOL,2015,47,19,11,4,0,0,2,1,2,1,2,1,1,0,237,95,5,2,36,14,116,47,133,53,65,26
141201060005,EDEN ELEMENTARY SCHOOL,2015,71,16,25,6,2,0,1,0,3,1,10,2,3,1,416,95,5,1,77,18,223,51,215,49,105,24
141301060000,IROQUOIS CENTRAL SCHOOL DISTRICT,2015,263,11,105,4,3,0,12,1,9,0,37,2,21,1,2213,95,44,2,325,14,1153,49,1183,51,434,19
141301060002,IROQUOIS INTERMEDIATE SCHOOL,2015,25,13,10,5,0,0,1,1,1,1,1,1,2,1,181,97,0,0,29,16,96,52,90,48,40,22
141301060003,MARILLA PRIMARY SCHOOL,2015,27,14,7,4,0,0,1,1,1,1,3,2,0,0,189,95,4,2,18,9,103,52,95,48,40,20
141301060004,WALES PRIMARY SCHOOL,2015,49,19,16,6,1,0,1,0,2,1,8,3,5,2,231,90,9,4,51,20,125,49,131,51,66,26
141301060005,IROQUOIS MIDDLE SCHOOL,2015,54,10,29,5,0,0,2,0,3,1,8,1,6,1,524,95,6,1,71,13,269,49,280,51,103,19
141301060006,IROQUOIS SENIOR HIGH SCHOOL,2015,77,9,31,4,2,0,6,1,2,0,12,1,5,1,822,96,12,1,120,14,424,49,435,51,136,16
141301060007,ELMA PRIMARY SCHOOL,2015,31,11,12,4,0,0,1,0,0,0,5,2,3,1,266,92,13,5,36,13,136,47,152,53,49,17
141401060000,EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE),2015,969,39,184,7,1,0,310,13,42,2,60,2,14,1,2013,81,37,1,438,18,1240,50,1236,50,1220,49
141401060001,HIGHLAND ELEMENTARY SCHOOL,2015,131,36,22,6,0,0,5,1,6,2,5,1,1,0,345,94,5,1,54,15,169,46,198,54,162,44
141401060003,LAKE SHORE SENIOR HIGH SCHOOL,2015,283,33,72,8,0,0,96,11,13,2,17,2,5,1,712,84,8,1,124,15,448,53,403,47,376,44
141401060004,JOHN T WAUGH ELEMENTARY SCHOOL,2015,176,49,18,5,0,0,100,28,8,2,15,4,1,0,220,62,12,3,87,24,173,49,183,51,213,60
141401060008,A J SCHMIDT ELEMENTARY SCHOOL,2015,150,50,11,4,1,0,29,10,6,2,14,5,2,1,244,81,8,3,43,14,154,51,149,49,166,55
141401060009,LAKE SHORE MIDDLE SCHOOL,2015,229,38,61,10,0,0,80,13,9,2,9,2,5,1,492,82,4,1,130,22,296,49,303,51,303,51
141501060000,GRAND ISLAND CENTRAL SCHOOL DISTRICT,2015,495,17,161,5,44,1,14,0,61,2,108,4,81,3,2618,88,80,3,360,12,1473,50,1489,50,760,26
141501060001,HUTH ROAD SCHOOL,2015,69,16,22,5,8,2,3,1,10,2,22,5,15,3,386,87,8,2,49,11,226,51,218,49,101,23
141501060003,KAEGEBEIN SCHOOL,2015,98,24,27,7,4,1,0,0,5,1,15,4,7,2,368,89,19,5,54,13,200,48,214,52,140,34
141501060004,GRAND ISLAND SENIOR HIGH SCHOOL,2015,147,14,58,6,9,1,5,0,22,2,38,4,33,3,916,88,25,2,140,13,511,49,528,51,245,24
141501060005,VERONICA E CONNOR MIDDLE SCHOOL,2015,100,15,40,6,3,0,5,1,12,2,21,3,14,2,614,91,8,1,89,13,327,49,347,51,165,24
141501060006,CHARLOTTE SIDWAY SCHOOL,2015,81,21,14,4,20,5,1,0,12,3,12,3,12,3,334,85,20,5,28,7,209,53,182,47,109,28
141601060000,HAMBURG CENTRAL SCHOOL DISTRICT,2015,519,15,162,5,2,0,9,0,19,1,75,2,26,1,3348,95,47,1,499,14,1724,49,1800,51,752,21
141601060001,ARMOR ELEMENTARY SCHOOL,2015,60,16,17,5,1,0,2,1,1,0,15,4,2,1,344,93,4,1,52,14,189,51,179,49,85,23
141601060002,BOSTON VALLEY ELEMENTARY SCHOOL,2015,52,20,15,6,0,0,1,0,0,0,3,1,2,1,247,97,2,1,34,13,133,52,122,48,71,28
141601060003,CHARLOTTE AVENUE ELEMENTARY SCHOOL,2015,41,17,14,6,0,0,0,0,0,0,4,2,3,1,237,96,4,2,32,13,120,48,128,52,63,25
141601060004,UNION PLEASANT AVENUE ELEMENTARY SCHOOL,2015,93,15,34,5,0,0,2,0,4,1,18,3,2,0,572,92,23,4,117,19,284,46,337,54,139,22
141601060006,HAMBURG MIDDLE SCHOOL,2015,130,15,36,4,1,0,2,0,3,0,15,2,8,1,840,96,7,1,120,14,448,51,427,49,181,21
141601060007,HAMBURG HIGH SCHOOL,2015,143,12,46,4,0,0,2,0,11,1,20,2,9,1,1108,96,7,1,144,12,550,48,607,52,213,18
141604060000,FRONTIER CENTRAL SCHOOL DISTRICT,2015,1113,23,361,7,26,1,22,0,51,1,171,4,45,1,4434,91,140,3,801,16,2389,49,2474,51,1591,33
141604060003,BIG TREE ELEMENTARY SCHOOL,2015,154,30,36,7,1,0,6,1,8,2,14,3,8,2,457,88,29,6,85,16,247,47,275,53,200,38
141604060004,BLASDELL ELEMENTARY SCHOOL,2015,195,44,35,8,19,4,2,0,6,1,35,8,9,2,362,82,28,6,125,28,217,49,225,51,242,55
141604060005,CLOVERBANK ELEMENTARY SCHOOL,2015,137,25,35,6,0,0,2,0,11,2,21,4,3,1,492,90,20,4,83,15,246,45,303,55,182,33
141604060006,PINEHURST ELEMENTARY SCHOOL,2015,69,10,29,4,1,0,0,0,4,1,9,1,3,0,631,95,14,2,58,9,309,47,352,53,107,16
141604060007,FRONTIER MIDDLE SCHOOL,2015,258,23,91,8,4,0,4,0,7,1,41,4,10,1,1034,92,24,2,204,18,551,49,569,51,376,34
141604060008,FRONTIER SENIOR HIGH SCHOOL,2015,300,19,135,9,1,0,8,1,15,1,51,3,12,1,1458,93,25,2,246,16,819,52,750,48,484,31
141701040000,HOLLAND CENTRAL SCHOOL DISTRICT,2015,143,16,42,5,0,0,2,0,9,1,16,2,4,0,859,96,3,0,98,11,440,49,453,51,235,26
141701040001,HOLLAND JUNIOR/SENIOR HIGH SCHOOL,2015,58,13,22,5,0,0,0,0,2,0,3,1,3,1,449,98,0,0,52,11,224,49,233,51,96,21
141701040002,HAROLD O BRUMSTED ELEMENTARY SCHOOL,2015,85,19,20,5,0,0,2,0,7,2,13,3,1,0,410,94,3,1,46,11,216,50,220,50,139,32
141800010000,LACKAWANNA CITY SCHOOL DISTRICT,2015,1310,77,150,9,284,17,9,1,301,18,225,13,23,1,1133,66,21,1,334,20,809,47,903,53,1533,90
141800010005,LACKAWANNA MIDDLE SCHOOL,2015,284,74,34,9,63,16,0,0,65,17,53,14,7,2,257,67,0,0,89,23,178,47,204,53,340,89
141800010008,LACKAWANNA HIGH SCHOOL,2015,361,72,53,11,51,10,2,0,105,21,58,12,5,1,325,65,6,1,90,18,235,47,266,53,434,87
141800010010,TRUMAN ELEMENTARY SCHOOL,2015,262,86,18,6,74,24,0,0,48,16,43,14,6,2,196,64,12,4,50,16,153,50,152,50,290,95
141800010011,MARTIN ROAD ELEMENTARY SCHOOL,2015,403,77,45,9,96,18,7,1,83,16,71,14,5,1,355,68,3,1,105,20,243,46,281,54,469,90
141800860044,GLOBAL CONCEPTS CHARTER SCHOOL,2015,640,69,84,9,58,6,2,0,209,22,94,10,8,1,610,66,7,1,66,7,523,56,407,44,775,83
141901060000,LANCASTER CENTRAL SCHOOL DISTRICT,2015,740,13,293,5,3,0,19,0,59,1,150,3,68,1,5384,93,88,2,871,15,2858,50,2910,50,1167,20
141901060001,JOHN A SCIOLE ELEMENTARY SCHOOL,2015,60,16,18,5,1,0,1,0,1,0,14,4,5,1,348,92,9,2,51,13,180,48,198,52,91,24
141901060004,COMO PARK ELEMENTARY SCHOOL,2015,60,17,31,9,0,0,1,0,0,0,20,6,6,2,317,90,7,2,34,10,179,51,172,49,100,28
141901060005,COURT STREET ELEMENTARY SCHOOL,2015,47,14,12,3,0,0,0,0,3,1,8,2,4,1,320,93,10,3,49,14,175,51,170,49,64,19
141901060006,HILLVIEW ELEMENTARY SCHOOL,2015,52,11,14,3,1,0,1,0,3,1,13,3,5,1,418,92,16,4,76,17,220,48,236,52,71,16
141901060007,LANCASTER MIDDLE SCHOOL,2015,125,13,48,5,0,0,1,0,14,2,24,3,1,0,879,95,10,1,175,19,440,47,489,53,190,20
141901060008,LANCASTER HIGH SCHOOL,2015,217,11,99,5,0,0,10,1,21,1,39,2,26,1,1884,94,15,1,299,15,1013,51,982,49,364,18
141901060010,WILLIAM STREET SCHOOL,2015,179,14,71,5,1,0,5,0,17,1,32,2,21,2,1218,93,21,2,187,14,651,50,663,50,287,22
142101040000,AKRON CENTRAL SCHOOL DISTRICT,2015,404,29,95,7,0,0,172,12,8,1,9,1,4,0,1186,85,23,2,172,12,702,50,700,50,525,37
142101040001,AKRON ELEMENTARY SCHOOL,2015,212,36,43,7,0,0,70,12,6,1,4,1,1,0,495,84,16,3,83,14,290,49,302,51,263,44
142101040002,AKRON HIGH SCHOOL,2015,101,22,26,6,0,0,58,13,1,0,4,1,0,0,395,86,2,0,50,11,224,49,236,51,137,30
142101040003,AKRON MIDDLE SCHOOL,2015,91,26,26,7,0,0,44,13,1,0,1,0,3,1,296,85,5,1,39,11,188,54,162,46,125,36
142201040000,NORTH COLLINS CENTRAL SCHOOL DISTRICT,2015,200,34,53,9,1,0,12,2,5,1,30,5,0,0,535,91,7,1,85,14,302,51,287,49,257,44
142201040001,NORTH COLLINS JUNIOR-SENIOR HIGH SCHOOL,2015,91,32,27,9,0,0,5,2,5,2,16,6,0,0,256,90,3,1,40,14,149,52,136,48,119,42
142201040002,NORTH COLLINS ELEMENTARY SCHOOL,2015,109,36,26,9,1,0,7,2,0,0,14,5,0,0,279,92,4,1,45,15,153,50,151,50,138,45
142301060000,ORCHARD PARK CENTRAL SCHOOL DISTRICT,2015,447,9,73,1,15,0,16,0,58,1,85,2,85,2,4598,94,53,1,687,14,2459,50,2436,50,621,13
