ENTITY_CD,ENTITY_NAME,YEAR,ATTENDANCE_RATE,NUM_SUSPENSIONS,PER_SUSPENSIONS
580201060009,PAUL J GELINAS JUNIOR HIGH SCHOOL,2015,96,25,3
580201060010,ROBERT CUSHMAN MURPHY JUNIOR HIGH SCHOOL,2015,97,4,0
580203020000,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,2015,95,68,2
580203020001,TERRYVILLE ROAD SCHOOL,2015,95,2,0
580203020002,NORWOOD AVENUE SCHOOL,2015,95,0,
580203020004,JOHN F KENNEDY MIDDLE SCHOOL,2015,95,26,3
580203020005,CLINTON AVENUE SCHOOL,2015,94,2,0
580203020007,BOYLE ROAD ELEMENTARY SCHOOL,2015,95,3,1
580203020008,COMSEWOGUE HIGH SCHOOL,2015,94,35,3
580205060000,SACHEM CENTRAL SCHOOL DISTRICT,2015,96,256,2
580205060001,GATELOT AVENUE SCHOOL,2015,95,0,
580205060002,GRUNDY AVENUE SCHOOL,2015,95,9,2
580205060003,HIAWATHA SCHOOL,2015,96,1,0
580205060004,LYNWOOD AVENUE SCHOOL,2015,96,0,
580205060005,NOKOMIS SCHOOL,2015,96,0,
580205060006,WAVERLY AVENUE SCHOOL,2015,96,2,0
580205060007,SAGAMORE MIDDLE SCHOOL,2015,96,44,5
580205060011,SENECA MIDDLE SCHOOL,2015,96,47,6
580205060012,WENONAH SCHOOL,2015,96,2,0
580205060013,CAYUGA SCHOOL,2015,96,1,0
580205060014,MERRIMAC SCHOOL,2015,96,3,1
580205060015,CHIPPEWA ELEMENTARY SCHOOL,2015,95,0,
580205060017,TECUMSEH ELEMENTARY SCHOOL,2015,95,4,1
580205060018,TAMARAC ELEMENTARY SCHOOL,2015,96,3,1
580205060019,SACHEM HIGH SCHOOL NORTH,2015,97,63,3
580205060020,SACHEM HIGH SCHOOL EAST,2015,96,59,2
580205060021,SEQUOYA MIDDLE SCHOOL,2015,96,5,1
580205060022,SAMOSET MIDDLE SCHOOL,2015,96,13,1
580206020000,PORT JEFFERSON UNION FREE SCHOOL DISTRICT,2015,97,18,2
580206020002,PORT JEFFERSON MIDDLE SCHOOL,2015,98,13,4
580206020003,EARL L VANDERMEULEN HIGH SCHOOL,2015,98,2,1
580206020004,PORT JEFFERSON ELEMENTARY SCHOOL,2015,97,3,1
580207020000,MOUNT SINAI UNION FREE SCHOOL DISTRICT,2015,95,21,1
580207020001,MOUNT SINAI ELEMENTARY SCHOOL,2015,95,0,
580207020002,MOUNT SINAI MIDDLE SCHOOL,2015,96,6,1
580207020003,MOUNT SINAI HIGH SCHOOL,2015,96,15,2
580208020000,MILLER PLACE UNION FREE SCHOOL DISTRICT,2015,95,107,4
580208020001,NORTH COUNTRY ROAD SCHOOL,2015,96,16,2
580208020002,ANDREW MULLER PRIMARY SCHOOL,2015,95,3,1
580208020003,MILLER PLACE HIGH SCHOOL,2015,95,73,8
580208020004,SOUND BEACH SCHOOL,2015,95,15,2
580209020000,ROCKY POINT UNION FREE SCHOOL DISTRICT,2015,95,119,4
580209020001,JOSEPH A EDGAR IMTERMEDIATE SCHOOL,2015,96,4,1
580209020002,ROCKY POINT HIGH SCHOOL,2015,95,55,5
580209020003,FRANK J CARASITI ELEMENTARY SCHOOL,2015,95,5,1
580209020004,ROCKY POINT MIDDLE SCHOOL,2015,95,55,7
580211060000,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,2015,94,156,2
580211060002,HAWKINS PATH SCHOOL,2015,94,2,1
580211060003,HOLBROOK ROAD SCHOOL,2015,95,1,0
580211060004,NORTH COLEMAN ROAD SCHOOL,2015,95,0,
580211060005,OXHEAD ROAD SCHOOL,2015,95,0,
580211060006,BICYCLE PATH KINDERGARTEN-PRE K CENTER,2015,93,0,
580211060007,EUGENE AUER MEMORIAL SCHOOL,2015,95,0,
580211060009,DAWNWOOD MIDDLE SCHOOL,2015,95,14,1
580211060010,NEWFIELD HIGH SCHOOL,2015,94,81,5
580211060011,SELDEN MIDDLE SCHOOL,2015,96,13,1
580211060014,STAGECOACH SCHOOL,2015,95,0,
580211060015,JERICHO ELEMENTARY SCHOOL,2015,95,1,0
580211060016,CENTEREACH HIGH SCHOOL,2015,95,36,2
580211060017,NEW LANE MEMORIAL ELEMENTARY SCHOOL,2015,94,8,1
580211060018,UNITY DRIVE KINDERGARTEN-PRE K CENTER,2015,93,0,
580212060000,LONGWOOD CENTRAL SCHOOL DISTRICT,2015,94,425,5
580212060001,C E WALTERS SCHOOL,2015,95,6,1
580212060002,CORAM ELEMENTARY SCHOOL,2015,95,5,0
580212060003,RIDGE ELEMENTARY SCHOOL,2015,94,8,1
580212060004,WEST MIDDLE ISLAND SCHOOL,2015,95,6,1
580212060005,LONGWOOD HIGH SCHOOL,2015,93,247,9
580212060006,LONGWOOD JUNIOR HIGH SCHOOL,2015,94,97,7
580212060007,LONGWOOD MIDDLE SCHOOL,2015,95,56,4
580224030000,PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT,2015,95,269,4
580224030001,BARTON ELEMENTARY SCHOOL,2015,96,4,1
580224030002,TREMONT ELEMENTARY SCHOOL,2015,96,6,1
580224030003,BAY ELEMENTARY SCHOOL,2015,95,2,1
580224030004,MEDFORD ELEMENTARY SCHOOL,2015,95,10,2
580224030005,RIVER ELEMENTARY SCHOOL,2015,95,8,2
580224030006,OREGON MIDDLE SCHOOL,2015,96,21,4
580224030007,SOUTH OCEAN MIDDLE SCHOOL,2015,96,22,5
580224030008,PATCHOGUE-MEDFORD HIGH SCHOOL,2015,95,161,6
580224030009,EAGLE ELEMENTARY SCHOOL,2015,95,2,0
580224030010,CANAAN ELEMENTARY SCHOOL,2015,95,0,
580224030011,SAXTON MIDDLE SCHOOL,2015,96,33,5
580232030000,WILLIAM FLOYD UNION FREE SCHOOL DISTRICT,2015,92,534,6
580232030002,WILLIAM FLOYD HIGH SCHOOL,2015,89,334,12
580232030004,WILLIAM FLOYD ELEMENTARY SCHOOL,2015,95,0,
580232030005,TANGIER SMITH ELEMENTARY SCHOOL,2015,94,7,1
580232030006,MORICHES ELEMENTARY SCHOOL,2015,95,12,1
580232030008,JOHN S HOBART ELEMENTARY SCHOOL,2015,93,21,3
580232030010,WILLIAM FLOYD MIDDLE SCHOOL,2015,94,59,6
580232030011,NATHANIEL WOODHULL ELEMENTARY SCHOOL,2015,94,10,1
580232030012,WILLIAM PACA MIDDLE SCHOOL,2015,93,91,10
580233020000,CENTER MORICHES UNION FREE SCHOOL DISTRICT,2015,95,48,3
580233020001,CENTER MORICHES HIGH SCHOOL,2015,96,35,6
580233020002,CENTER MORICHES MIDDLE SCHOOL,2015,97,13,4
580233020003,CLAYTON HUEY ELEMENTARY SCHOOL,2015,97,0,
580234020000,EAST MORICHES UNION FREE SCHOOL DISTRICT,2015,98,7,1
580234020001,EAST MORICHES SCHOOL,2015,98,5,1
580234020002,EAST MORICHES ELEMENTARY SCHOOL,2015,95,2,1
580235060000,SOUTH COUNTRY CENTRAL SCHOOL DISTRICT,2015,92,275,6
580235060002,KREAMER STREET ELEMENTARY SCHOOL,2015,95,6,2
580235060003,BROOKHAVEN ELEMENTARY SCHOOL,2015,95,21,4
580235060004,BELLPORT MIDDLE SCHOOL,2015,94,90,9
580235060005,FRANK P LONG INTERMEDIATE SCHOOL,2015,94,8,1
580235060006,BELLPORT SENIOR HIGH SCHOOL,2015,0,147,11
580235060007,VERNE W CRITZ ELEMENTARY SCHOOL,2015,88,3,1
580301020000,EAST HAMPTON UNION FREE SCHOOL DISTRICT,2015,95,1889,100
580301020001,JOHN M MARSHALL ELEMENTARY SCHOOL,2015,95,600,98
580301020002,EAST HAMPTON HIGH SCHOOL,2015,95,933,100
580301020003,EAST HAMPTON MIDDLE SCHOOL,2015,95,356,99
580302080000,WAINSCOTT COMMON SCHOOL DISTRICT,2015,0,0,
580302080001,WAINSCOTT SCHOOL,2015,94,0,
580302860027,CHILD DEVELOPMENT CENTER OF THE HAMPTONS CHARTER SCHOOL,2015,93,0,
580303020000,AMAGANSETT UNION FREE SCHOOL DISTRICT,2015,97,1,1
580303020001,AMAGANSETT SCHOOL,2015,96,1,1
580304020000,SPRINGS UNION FREE SCHOOL DISTRICT,2015,96,7,1
580304020001,SPRINGS SCHOOL,2015,96,7,1
580305020000,SAG HARBOR UNION FREE SCHOOL DISTRICT,2015,94,16,2
580305020001,SAG HARBOR ELEMENTARY SCHOOL,2015,94,0,
580305020004,PIERSON MIDDLE/HIGH SCHOOL,2015,94,16,3
580306020000,MONTAUK UNION FREE SCHOOL DISTRICT,2015,94,0,
580306020001,MONTAUK SCHOOL,2015,94,0,
580401020000,ELWOOD UNION FREE SCHOOL DISTRICT,2015,96,31,1
580401020001,JAMES H BOYD ELEMENTARY SCHOOL,2015,96,6,1
580401020003,ELWOOD/JOHN GLENN HIGH SCHOOL,2015,96,18,2
580401020004,HARLEY AVENUE ELEMENTARY SCHOOL,2015,96,0,
580401020005,ELWOOD MIDDLE SCHOOL,2015,97,7,1
580402060000,COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT,2015,96,4,0
580402060002,LLOYD HARBOR SCHOOL,2015,96,0,
580402060003,WEST SIDE SCHOOL,2015,96,0,
580402060004,COLD SPRING HARBOR HIGH SCHOOL,2015,97,4,0
580402060005,GOOSEHILL PRIMARY CENTER,2015,96,0,
580403030000,HUNTINGTON UNION FREE SCHOOL DISTRICT,2015,94,152,3
580403030002,SOUTHDOWN SCHOOL,2015,94,0,
580403030004,FLOWER HILL SCHOOL,2015,94,0,
580403030005,JEFFERSON SCHOOL,2015,94,2,1
580403030009,WASHINGTON SCHOOL,2015,95,1,0
580403030010,JACK ABRAMS STEM MAGNET SCHOOL,2015,95,5,2
580403030013,HUNTINGTON HIGH SCHOOL,2015,93,89,7
580403030014,J TAYLOR FINLEY MIDDLE SCHOOL,2015,95,31,4
580403030017,WOODHULL INTERMEDIATE SCHOOL,2015,95,24,5
580404030000,NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT,2015,96,201,4
580404030001,DICKINSON AVENUE ELEMENTARY SCHOOL,2015,98,1,0
580404030002,FIFTH AVENUE ELEMENTARY SCHOOL,2015,96,0,
580404030004,NORWOOD AVENUE SCHOOL,2015,96,1,0
580404030005,OCEAN AVENUE SCHOOL,2015,96,0,
580404030006,PULASKI ROAD SCHOOL,2015,95,2,1
580404030007,EAST NORTHPORT MIDDLE SCHOOL,2015,96,3,0
580404030008,NORTHPORT MIDDLE SCHOOL,2015,96,6,1
580404030009,NORTHPORT SENIOR HIGH SCHOOL,2015,94,188,9
580404030011,BELLEROSE ELEMENTARY SCHOOL,2015,96,0,
580405060000,HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT,2015,96,105,1
580405060001,OTSEGO ELEMENTARY SCHOOL,2015,96,9,2
580405060002,FOREST PARK ELEMENTARY SCHOOL,2015,0,0,
580405060003,SUNQUAM ELEMENTARY SCHOOL,2015,95,2,0
580405060008,CANDLEWOOD MIDDLE SCHOOL,2015,96,15,2
580405060010,HALF HOLLOW HILLS HIGH SCHOOL EAST,2015,95,25,1
580405060011,VANDERBILT ELEMENTARY SCHOOL,2015,96,3,0
580405060012,PAUMANOK ELEMENTARY SCHOOL,2015,96,4,1
580405060013,SIGNAL HILL ELEMENTARY SCHOOL,2015,95,0,
580405060014,WEST HOLLOW MIDDLE SCHOOL,2015,96,5,0
580405060015,CHESTNUT HILL ELEMENTARY SCHOOL,2015,0,0,
580405060016,HALF HOLLOW HILLS HIGH SCHOOL WEST,2015,96,42,3
580406060000,HARBORFIELDS CENTRAL SCHOOL DISTRICT,2015,96,24,1
580406060001,WASHINGTON DRIVE PRIMARY SCHOOL,2015,96,0,
580406060005,OLDFIELD MIDDLE SCHOOL,2015,96,5,1
580406060007,HARBORFIELDS HIGH SCHOOL,2015,97,16,1
580406060009,THOMAS J LAHEY ELEMENTARY SCHOOL,2015,96,3,0
580410030000,COMMACK UNION FREE SCHOOL DISTRICT,2015,96,65,1
580410030005,INDIAN HOLLOW SCHOOL,2015,96,0,
580410030008,NORTH RIDGE SCHOOL,2015,96,0,
580410030014,WOOD PARK SCHOOL,2015,96,0,
580410030017,COMMACK HIGH SCHOOL,2015,94,20,1
580410030018,ROLLING HILLS SCHOOL,2015,96,0,
580410030019,COMMACK MIDDLE SCHOOL,2015,95,44,3
580410030020,BURR INTERMEDIATE SCHOOL,2015,96,0,
580410030021,SAWMILL INTERMEDIATE SCHOOL,2015,97,1,0
580413030000,SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT,2015,95,167,3
580413030003,OAKWOOD PRIMARY CENTER,2015,95,0,
580413030005,SILAS WOOD 6TH GRADE CENTER,2015,96,9,2
580413030008,BIRCHWOOD INTERMEDIATE SCHOOL,2015,96,4,1
580413030009,COUNTRYWOOD PRIMARY CENTER,2015,95,2,0
580413030011,WALT WHITMAN HIGH SCHOOL,2015,91,106,6
580413030012,MAPLEWOOD INTERMEDIATE SCHOOL,2015,96,2,0
580413030013,HENRY L STIMSON MIDDLE SCHOOL,2015,96,44,5
580501030000,BAY SHORE UNION FREE SCHOOL DISTRICT,2015,95,271,5
580501030001,BROOK AVENUE ELEMENTARY SCHOOL,2015,97,4,1
580501030002,GARDINER MANOR SCHOOL,2015,95,7,1
580501030003,MARY G CLARKSON SCHOOL,2015,94,11,2
580501030004,FIFTH AVENUE SCHOOL,2015,96,10,3
580501030005,SOUTH COUNTRY SCHOOL,2015,96,4,1
580501030006,BAY SHORE SENIOR HIGH SCHOOL,2015,94,155,8
580501030007,BAY SHORE MIDDLE SCHOOL,2015,95,80,6
580502020000,ISLIP UNION FREE SCHOOL DISTRICT,2015,94,76,3
580502020001,ISLIP HIGH SCHOOL,2015,94,50,5
580502020002,COMMACK ROAD ELEMENTARY SCHOOL,2015,96,4,1
580502020004,ISLIP MIDDLE SCHOOL,2015,96,16,2
580502020005,MAUD S SHERWOOD ELEMENTARY SCHOOL,2015,96,0,
580502020006,WING ELEMENTARY SCHOOL,2015,96,6,2
580503030000,EAST ISLIP UNION FREE SCHOOL DISTRICT,2015,95,69,2
580503030001,CONNETQUOT ELEMENTARY SCHOOL,2015,95,1,0
580503030003,JOHN F KENNEDY ELEMENTARY SCHOOL,2015,96,1,0
580503030004,TIMBER POINT ELEMENTARY SCHOOL,2015,95,0,
580503030006,EAST ISLIP HIGH SCHOOL,2015,95,44,3
580503030007,RUTH C KINNEY ELEMENTARY SCHOOL,2015,96,0,
580503030008,EAST ISLIP MIDDLE SCHOOL,2015,96,23,2
580504030000,SAYVILLE UNION FREE SCHOOL DISTRICT,2015,96,38,1
580504030001,CHERRY AVENUE ELEMENTARY SCHOOL,2015,97,2,0
580504030003,SUNRISE DRIVE ELEMENTARY SCHOOL,2015,96,0,
580504030004,SAYVILLE HIGH SCHOOL,2015,96,21,2
580504030005,SAYVILLE MIDDLE SCHOOL,2015,96,13,2
580504030006,LINCOLN AVENUE ELEMENTARY SCHOOL,2015,96,2,0
580505020000,BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT,2015,96,35,1
580505020002,BLUE POINT ELEMENTARY SCHOOL,2015,96,2,1
580505020003,SYLVAN AVENUE ELEMENTARY SCHOOL,2015,96,1,0
580505020004,BAYPORT-BLUE POINT HIGH SCHOOL,2015,97,17,2
580505020005,ACADEMY STREET ELEMENTARY SCHOOL,2015,96,1,0
580505020006,JAMES WILSON YOUNG MIDDLE SCHOOL,2015,96,14,2
580506030000,HAUPPAUGE UNION FREE SCHOOL DISTRICT,2015,97,57,2
580506030003,PINES ELEMENTARY SCHOOL,2015,96,2,0
580506030004,BRETTON WOODS ELEMENTARY SCHOOL,2015,95,4,1
580506030005,HAUPPAUGE MIDDLE SCHOOL,2015,98,10,1
580506030007,HAUPPAUGE HIGH SCHOOL,2015,97,40,3
580506030008,FOREST BROOK ELEMENTARY SCHOOL,2015,96,1,0
580507060000,CONNETQUOT CENTRAL SCHOOL DISTRICT,2015,96,143,2
580507060002,HELEN B DUFFIELD ELEMENTARY SCHOOL,2015,96,3,1
580507060003,JOHN PEARL ELEMENTARY SCHOOL,2015,98,0,
580507060004,EDITH L SLOCUM ELEMENTARY SCHOOL,2015,96,0,
580507060005,SYCAMORE AVENUE ELEMENTARY SCHOOL,2015,96,0,
580507060006,CONNETQUOT HIGH SCHOOL,2015,93,86,4
580507060007,CHEROKEE STREET ELEMENTARY SCHOOL,2015,96,4,1
580507060008,IDLE HOUR ELEMENTARY SCHOOL,2015,97,0,
580507060009,EDWARD J BOSTI ELEMENTARY SCHOOL,2015,96,0,
580507060010,RONKONKOMA MIDDLE SCHOOL,2015,96,32,4
580507060011,OAKDALE-BOHEMIA MIDDLE SCHOOL,2015,96,18,2
580507060013,CONNETQUOT ALTERNATIVE PRESCHOOL AT PREMM,2015,0,0,
580509030000,WEST ISLIP UNION FREE SCHOOL DISTRICT,2015,96,71,2
580509030001,BAYVIEW ELEMENTARY SCHOOL,2015,96,1,0
580509030004,MANETUCK ELEMENTARY SCHOOL,2015,96,1,0
580509030005,OQUENOCK ELEMENTARY SCHOOL,2015,96,4,1
580509030007,PAUL J BELLEW ELEMENTARY SCHOOL,2015,96,1,0
580509030010,BEACH STREET MIDDLE SCHOOL,2015,96,9,2
580509030011,UDALL ROAD MIDDLE SCHOOL,2015,96,10,2
580509030012,WEST ISLIP SENIOR HIGH SCHOOL,2015,95,45,3
580512030000,BRENTWOOD UNION FREE SCHOOL DISTRICT,2015,95,872,5
580512030001,SOUTHWEST ELEMENTARY SCHOOL,2015,96,16,1
580512030002,EAST ELEMENTARY SCHOOL,2015,94,2,0
580512030003,HEMLOCK ELEMENTARY SCHOOL,2015,96,5,1
580512030004,LAUREL PARK ELEMENTARY SCHOOL,2015,96,12,2
580512030005,LORETTA PARK ELEMENTARY SCHOOL,2015,97,15,2
580512030006,NORTH ELEMENTARY SCHOOL,2015,96,9,1
580512030007,NORTHEAST ELEMENTARY SCHOOL,2015,96,31,3
580512030009,OAK PARK ELEMENTARY SCHOOL,2015,97,6,1
580512030010,PINE PARK ELEMENTARY SCHOOL,2015,95,2,0
580512030012,SOUTHEAST ELEMENTARY SCHOOL,2015,97,5,1
580512030013,TWIN PINES ELEMENTARY SCHOOL,2015,97,5,1
580512030015,WEST MIDDLE SCHOOL,2015,96,114,12
580512030016,NORTH MIDDLE SCHOOL,2015,96,121,11
580512030018,BRENTWOOD HIGH SCHOOL,2015,94,230,5
580512030020,EAST MIDDLE SCHOOL,2015,96,116,11
580512030021,SOUTH MIDDLE SCHOOL,2015,97,62,7
580512030026,FRESHMAN CENTER,2015,96,121,10
580513030000,CENTRAL ISLIP UNION FREE SCHOOL DISTRICT,2015,94,208,3
580513030001,CORDELLO AVENUE ELEMENTARY SCHOOL,2015,95,0,
580513030002,FRANCIS J O'NEILL SCHOOL,2015,94,9,1
580513030003,MARGUERITE L MULVEY SCHOOL,2015,93,3,0
580513030005,CHARLES A MULLIGAN MIDDLE SCHOOL,2015,97,21,3
580513030006,CENTRAL ISLIP SENIOR HIGH SCHOOL,2015,90,123,6
580513030007,ANDREW T MORROW SCHOOL,2015,94,2,0
580513030008,RALPH REED SCHOOL,2015,94,50,6
580513030009,CENTRAL ISLIP EARLY CHILDHOOD CENTER,2015,91,0,
580514020000,FIRE ISLAND UNION FREE SCHOOL DISTRICT,2015,95,1,3
580514020001,WOODHULL SCHOOL,2015,95,1,3
580601040000,SHOREHAM-WADING RIVER CENTRAL SCHOOL DISTRICT,2015,96,24,1
580601040002,MILLER AVENUE SCHOOL,2015,96,1,0
580601040003,WADING RIVER SCHOOL,2015,96,0,
580601040004,ALBERT G PRODELL MIDDLE SCHOOL,2015,97,10,2
580601040005,SHOREHAM-WADING RIVER HIGH SCHOOL,2015,96,13,2
580602040000,RIVERHEAD CENTRAL SCHOOL DISTRICT,2015,94,142,3
580602040002,ROANOKE AVENUE SCHOOL,2015,95,1,0
580602040003,AQUEBOGUE ELEMENTARY SCHOOL,2015,95,5,1
580602040004,PHILLIPS AVENUE SCHOOL,2015,94,11,2
580602040006,RIVERHEAD MIDDLE SCHOOL,2015,95,37,5
580602040007,RILEY AVENUE SCHOOL,2015,95,9,2
580602040008,RIVERHEAD SENIOR HIGH SCHOOL,2015,93,67,4
580602040009,PULASKI STREET ELEMENTARY SCHOOL,2015,95,12,2
580602860032,RIVERHEAD CHARTER SCHOOL,2015,85,22,6
580603020000,LITTLE FLOWER UNION FREE SCHOOL DISTRICT,2015,0,18,18
580603020001,LITTLE FLOWER SCHOOL,2015,96,18,18
580701020000,SHELTER ISLAND UNION FREE SCHOOL DISTRICT,2015,97,4,2
580701020001,SHELTER ISLAND SCHOOL,2015,97,4,2
580801060000,SMITHTOWN CENTRAL SCHOOL DISTRICT,2015,94,65,1
580801060001,DOGWOOD ELEMENTARY SCHOOL,2015,0,2,0
580801060004,MILLS POND ELEMENTARY SCHOOL,2015,97,0,
580801060005,MOUNT PLEASANT ELEMENTARY SCHOOL,2015,96,3,1
580801060007,SAINT JAMES ELEMENTARY SCHOOL,2015,96,1,0
580801060008,SMITHTOWN ELEMENTARY SCHOOL,2015,96,0,
580801060013,ACCOMPSETT ELEMENTARY SCHOOL,2015,96,1,0
580801060014,SMITHTOWN HIGH SCHOOL EAST,2015,95,16,1
580801060015,BRANCH BROOK ELEMENTARY SCHOOL,2015,96,0,
580801060016,NESAQUAKE MIDDLE SCHOOL,2015,96,9,1
580801060018,TACKAN ELEMENTARY SCHOOL,2015,97,2,0
580801060019,ACCOMPSETT MIDDLE SCHOOL,2015,96,5,1
580801060022,SMITHTOWN HIGH SCHOOL-WEST,2015,95,17,1
580801060024,GREAT HOLLOW MIDDLE SCHOOL,2015,96,9,1
580805060000,KINGS PARK CENTRAL SCHOOL DISTRICT,2015,96,78,2
580805060001,RJ O INTERMEDIATE SCHOOL,2015,96,1,0
580805060004,KINGS PARK HIGH SCHOOL,2015,96,49,4
580805060005,PARKVIEW ELEMENTARY SCHOOL,2015,96,1,0
580805060006,FORT SALONGA ELEMENTARY SCHOOL,2015,95,10,2
580805060007,WILLIAM T ROGERS MIDDLE SCHOOL,2015,96,17,2
580901020000,REMSENBURG-SPEONK UNION FREE SCHOOL DISTRICT,2015,96,0,
580901020001,REMSENBURG-SPEONK ELEMENTARY SCHOOL,2015,96,0,
580902020000,WESTHAMPTON BEACH UNION FREE SCHOOL DISTRICT,2015,96,45,2
580902020001,WESTHAMPTON BEACH SENIOR HIGH SCHOOL,2015,97,33,3
580902020002,WESTHAMPTON BEACH ELEMENTARY SCHOOL,2015,96,4,1
580902020004,WESTHAMPTON MIDDLE SCHOOL,2015,97,8,2
580903020000,QUOGUE UNION FREE SCHOOL DISTRICT,2015,93,0,
580903020001,QUOGUE ELEMENTARY SCHOOL,2015,96,0,
580905020000,HAMPTON BAYS UNION FREE SCHOOL DISTRICT,2015,95,38,2
580905020001,HAMPTON BAYS HIGH SCHOOL,2015,95,33,5
580905020002,HAMPTON BAYS ELEMENTARY SCHOOL,2015,95,0,
580905020004,HAMPTON BAYS MIDDLE SCHOOL,2015,96,5,1
580906030000,SOUTHAMPTON UNION FREE SCHOOL DISTRICT,2015,92,41,3
580906030001,SOUTHAMPTON ELEMENTARY SCHOOL,2015,94,3,1
580906030002,SOUTHAMPTON INTERMEDIATE SCHOOL,2015,96,14,3
580906030003,SOUTHAMPTON HIGH SCHOOL,2015,96,24,4
580909020000,BRIDGEHAMPTON UNION FREE SCHOOL DISTRICT,2015,95,1,1
580909020001,BRIDGEHAMPTON SCHOOL,2015,96,1,1
580910080000,SAGAPONACK COMMON SCHOOL DISTRICT,2015,0,0,
580910080001,SAGAPONACK SCHOOL,2015,96,0,
580912060000,EASTPORT-SOUTH MANOR CSD,2015,95,45,1
580912060001,EASTPORT-SOUTH MANOR JUNIOR SENIOR HIGH SCHOOL,2015,97,44,2
580912060002,EASTPORT ELEMENTARY SCHOOL,2015,96,0,
580912060003,SOUTH STREET SCHOOL,2015,90,0,
580912060004,DAYTON AVENUE SCHOOL,2015,95,1,0
580912060005,TUTTLE AVENUE SCHOOL,2015,96,0,
580913080000,TUCKAHOE COMMON SCHOOL DISTRICT,2015,95,8,2
580913080001,TUCKAHOE SCHOOL,2015,95,8,2
580917020000,EAST QUOGUE UNION FREE SCHOOL DISTRICT,2015,96,4,1
580917020001,EAST QUOGUE SCHOOL,2015,95,4,1
581002020000,OYSTERPONDS UNION FREE SCHOOL DISTRICT,2015,95,0,
581002020001,OYSTERPONDS ELEMENTARY SCHOOL,2015,95,0,
581004020000,FISHERS ISLAND UNION FREE SCHOOL DISTRICT,2015,97,3,4
581004020001,FISHERS ISLAND SCHOOL,2015,96,3,4
581005020000,SOUTHOLD UNION FREE SCHOOL DISTRICT,2015,95,12,1
581005020002,SOUTHOLD ELEMENTARY SCHOOL,2015,95,3,1
581005020003,SOUTHOLD JUNIOR-SENIOR HIGH SCHOOL,2015,95,9,2
581010020000,GREENPORT UNION FREE SCHOOL DISTRICT,2015,97,25,4
581010020001,GREENPORT HIGH SCHOOL,2015,96,22,6
581010020002,GREENPORT ELEMENTARY SCHOOL,2015,95,3,1
581012020000,MATTITUCK-CUTCHOGUE UNION FREE SCHOOL DISTRICT,2015,96,18,1
581012020001,MATTITUCK JUNIOR-SENIOR HIGH SCHOOL,2015,96,18,2
581012020002,MATTITUCK-CUTCHOGUE ELEMENTARY SCHOOL,2015,96,0,
581015080000,NEW SUFFOLK COMMON SCHOOL DISTRICT,2015,0,0,
581015080001,NEW SUFFOLK SCHOOL,2015,95,0,
590501060000,FALLSBURG CENTRAL SCHOOL DISTRICT,2015,92,119,9
590501060002,FALLSBURG JUNIOR SENIOR HIGH SCHOOL,2015,91,89,15
590501060003,BENJAMIN COSOR ELEMENTARY SCHOOL,2015,93,30,4
590801040000,ELDRED CENTRAL SCHOOL DISTRICT,2015,94,23,4
590801040001,ELDRED JUNIOR-SENIOR HIGH SCHOOL,2015,93,18,6
590801040002,GEORGE ROSS MACKENZIE ELEMENTARY SCHOOL,2015,95,5,2
590901060000,LIBERTY CENTRAL SCHOOL DISTRICT,2015,93,80,5
590901060005,LIBERTY ELEMENTARY SCHOOL,2015,94,24,4
590901060006,LIBERTY MIDDLE/HIGH SCHOOL,2015,93,56,6
591201040000,TRI-VALLEY CENTRAL SCHOOL DISTRICT,2015,93,59,6
591201040002,TRI-VALLEY ELEMENTARY SCHOOL,2015,93,13,2
591201040003,TRI-VALLEY SECONDARY SCHOOL,2015,92,46,9
591301040000,ROSCOE CENTRAL SCHOOL DISTRICT,2015,94,9,3
591301040001,ROSCOE CENTRAL SCHOOL,2015,94,9,3
591302040000,LIVINGSTON MANOR CENTRAL SCHOOL DISTRICT,2015,95,38,9
591302040003,LIVINGSTON MANOR ELEMENTARY SCHOOL,2015,96,12,5
591302040004,LIVINGSTON MANOR HIGH SCHOOL,2015,94,26,13
591401060000,MONTICELLO CENTRAL SCHOOL DISTRICT,2015,93,285,10
591401060002,EMMA C CHASE SCHOOL,2015,95,3,1
591401060003,GEORGE L COOKE SCHOOL,2015,95,21,4
591401060004,KENNETH L RUTHERFORD SCHOOL,2015,93,19,4
591401060005,MONTICELLO HIGH SCHOOL,2015,91,129,15
591401060006,ROBERT J KAISER MIDDLE SCHOOL,2015,92,113,17
591502040000,SULLIVAN WEST CENTRAL SCHOOL DISTRICT,2015,94,41,4
591502040003,SULLIVAN WEST ELEMENTARY SCHOOL,2015,94,3,1
591502040004,SULLIVAN WEST HIGH SCHOOL AT LAKE HUNTINGTON,2015,93,38,7
600101060000,WAVERLY CENTRAL SCHOOL DISTRICT,2015,94,191,12
600101060001,CHEMUNG ELEMENTARY SCHOOL,2015,95,2,2
